"Step","128 - rollout/ep_rew_mean","128 - rollout/ep_rew_mean__MIN","128 - rollout/ep_rew_mean__MAX","64 - rollout/ep_rew_mean","64 - rollout/ep_rew_mean__MIN","64 - rollout/ep_rew_mean__MAX","32 - rollout/ep_rew_mean","32 - rollout/ep_rew_mean__MIN","32 - rollout/ep_rew_mean__MAX"
"279","1.056833028793335","1.056833028793335","1.056833028793335","0.6919159293174744","0.6919159293174744","0.6919159293174744","-3.007025957107544","-3.007025957107544","-3.007025957107544"
"280","1.056833028793335","1.056833028793335","1.056833028793335","0.6919159293174744","0.6919159293174744","0.6919159293174744","-3.007025957107544","-3.007025957107544","-3.007025957107544"
"281","1.0707932710647583","1.0707932710647583","1.0707932710647583","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"282","1.0707932710647583","1.0707932710647583","1.0707932710647583","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"283","1.0707932710647583","1.0707932710647583","1.0707932710647583","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"284","1.0707932710647583","1.0707932710647583","1.0707932710647583","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"285","1.0707932710647583","1.0707932710647583","1.0707932710647583","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"286","1.0707932710647583","1.0707932710647583","1.0707932710647583","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"287","1.0921008586883545","1.0921008586883545","1.0921008586883545","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"288","1.0921008586883545","1.0921008586883545","1.0921008586883545","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"289","1.0921008586883545","1.0921008586883545","1.0921008586883545","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"290","1.0921008586883545","1.0921008586883545","1.0921008586883545","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"291","1.0921008586883545","1.0921008586883545","1.0921008586883545","0.7174273133277893","0.7174273133277893","0.7174273133277893","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"292","1.0999152660369873","1.0999152660369873","1.0999152660369873","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"293","1.0999152660369873","1.0999152660369873","1.0999152660369873","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"294","1.0999152660369873","1.0999152660369873","1.0999152660369873","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"295","1.0999152660369873","1.0999152660369873","1.0999152660369873","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"296","1.0999152660369873","1.0999152660369873","1.0999152660369873","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"297","1.0999152660369873","1.0999152660369873","1.0999152660369873","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"298","1.1050747632980347","1.1050747632980347","1.1050747632980347","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"299","1.1050747632980347","1.1050747632980347","1.1050747632980347","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"300","1.1050747632980347","1.1050747632980347","1.1050747632980347","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"301","1.1050747632980347","1.1050747632980347","1.1050747632980347","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"302","1.1050747632980347","1.1050747632980347","1.1050747632980347","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"303","1.1050747632980347","1.1050747632980347","1.1050747632980347","0.7815369963645935","0.7815369963645935","0.7815369963645935","-2.9162862300872803","-2.9162862300872803","-2.9162862300872803"
"304","1.0820649862289429","1.0820649862289429","1.0820649862289429","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"305","1.0820649862289429","1.0820649862289429","1.0820649862289429","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"306","1.0820649862289429","1.0820649862289429","1.0820649862289429","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"307","1.0820649862289429","1.0820649862289429","1.0820649862289429","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"308","1.0820649862289429","1.0820649862289429","1.0820649862289429","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"309","1.0820649862289429","1.0820649862289429","1.0820649862289429","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"310","1.0829302072525024","1.0829302072525024","1.0829302072525024","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"311","1.0829302072525024","1.0829302072525024","1.0829302072525024","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"312","1.0829302072525024","1.0829302072525024","1.0829302072525024","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"313","1.0829302072525024","1.0829302072525024","1.0829302072525024","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"314","1.0829302072525024","1.0829302072525024","1.0829302072525024","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"315","1.0829302072525024","1.0829302072525024","1.0829302072525024","0.7923597693443298","0.7923597693443298","0.7923597693443298","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"316","1.1078687906265259","1.1078687906265259","1.1078687906265259","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"317","1.1078687906265259","1.1078687906265259","1.1078687906265259","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"318","1.1078687906265259","1.1078687906265259","1.1078687906265259","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"319","1.1078687906265259","1.1078687906265259","1.1078687906265259","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"320","1.1078687906265259","1.1078687906265259","1.1078687906265259","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"321","1.1078687906265259","1.1078687906265259","1.1078687906265259","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"322","1.1113547086715698","1.1113547086715698","1.1113547086715698","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"323","1.1113547086715698","1.1113547086715698","1.1113547086715698","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"324","1.1113547086715698","1.1113547086715698","1.1113547086715698","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"325","1.1113547086715698","1.1113547086715698","1.1113547086715698","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"326","1.1113547086715698","1.1113547086715698","1.1113547086715698","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"327","1.1113547086715698","1.1113547086715698","1.1113547086715698","0.8202559947967529","0.8202559947967529","0.8202559947967529","-2.914874315261841","-2.914874315261841","-2.914874315261841"
"328","1.110550045967102","1.110550045967102","1.110550045967102","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"329","1.110550045967102","1.110550045967102","1.110550045967102","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"330","1.110550045967102","1.110550045967102","1.110550045967102","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"331","1.110550045967102","1.110550045967102","1.110550045967102","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"332","1.110550045967102","1.110550045967102","1.110550045967102","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"333","1.1060377359390259","1.1060377359390259","1.1060377359390259","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"334","1.1060377359390259","1.1060377359390259","1.1060377359390259","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"335","1.1060377359390259","1.1060377359390259","1.1060377359390259","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"336","1.1060377359390259","1.1060377359390259","1.1060377359390259","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"337","1.1060377359390259","1.1060377359390259","1.1060377359390259","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"338","1.1060377359390259","1.1060377359390259","1.1060377359390259","0.8068422675132751","0.8068422675132751","0.8068422675132751","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"339","1.110670804977417","1.110670804977417","1.110670804977417","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"340","1.110670804977417","1.110670804977417","1.110670804977417","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"341","1.110670804977417","1.110670804977417","1.110670804977417","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"342","1.110670804977417","1.110670804977417","1.110670804977417","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"343","1.110670804977417","1.110670804977417","1.110670804977417","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"344","1.110670804977417","1.110670804977417","1.110670804977417","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"345","1.1192784309387207","1.1192784309387207","1.1192784309387207","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"346","1.1192784309387207","1.1192784309387207","1.1192784309387207","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"347","1.1192784309387207","1.1192784309387207","1.1192784309387207","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"348","1.1192784309387207","1.1192784309387207","1.1192784309387207","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"349","1.1192784309387207","1.1192784309387207","1.1192784309387207","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"350","1.1192784309387207","1.1192784309387207","1.1192784309387207","0.8428062200546265","0.8428062200546265","0.8428062200546265","-2.82328724861145","-2.82328724861145","-2.82328724861145"
"351","1.133948802947998","1.133948802947998","1.133948802947998","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"352","1.133948802947998","1.133948802947998","1.133948802947998","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"353","1.133948802947998","1.133948802947998","1.133948802947998","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"354","1.133948802947998","1.133948802947998","1.133948802947998","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"355","1.133948802947998","1.133948802947998","1.133948802947998","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"356","1.133948802947998","1.133948802947998","1.133948802947998","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"357","1.1309000253677368","1.1309000253677368","1.1309000253677368","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"358","1.1309000253677368","1.1309000253677368","1.1309000253677368","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"359","1.1309000253677368","1.1309000253677368","1.1309000253677368","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"360","1.1309000253677368","1.1309000253677368","1.1309000253677368","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"361","1.1309000253677368","1.1309000253677368","1.1309000253677368","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"362","1.1309000253677368","1.1309000253677368","1.1309000253677368","0.8492993116378784","0.8492993116378784","0.8492993116378784","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"363","1.1131021976470947","1.1131021976470947","1.1131021976470947","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"364","1.1131021976470947","1.1131021976470947","1.1131021976470947","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"365","1.1131021976470947","1.1131021976470947","1.1131021976470947","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"366","1.1131021976470947","1.1131021976470947","1.1131021976470947","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"367","1.1131021976470947","1.1131021976470947","1.1131021976470947","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"368","1.1131021976470947","1.1131021976470947","1.1131021976470947","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"369","1.143926978111267","1.143926978111267","1.143926978111267","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"370","1.143926978111267","1.143926978111267","1.143926978111267","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"371","1.143926978111267","1.143926978111267","1.143926978111267","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"372","1.143926978111267","1.143926978111267","1.143926978111267","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"373","1.143926978111267","1.143926978111267","1.143926978111267","0.8868497610092163","0.8868497610092163","0.8868497610092163","-2.878256320953369","-2.878256320953369","-2.878256320953369"
"374","1.153626561164856","1.153626561164856","1.153626561164856","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"375","1.153626561164856","1.153626561164856","1.153626561164856","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"376","1.153626561164856","1.153626561164856","1.153626561164856","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"377","1.153626561164856","1.153626561164856","1.153626561164856","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"378","1.153626561164856","1.153626561164856","1.153626561164856","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"379","1.153626561164856","1.153626561164856","1.153626561164856","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"380","1.118540644645691","1.118540644645691","1.118540644645691","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"381","1.118540644645691","1.118540644645691","1.118540644645691","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"382","1.118540644645691","1.118540644645691","1.118540644645691","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"383","1.118540644645691","1.118540644645691","1.118540644645691","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"384","1.118540644645691","1.118540644645691","1.118540644645691","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"385","1.118540644645691","1.118540644645691","1.118540644645691","0.9103606343269348","0.9103606343269348","0.9103606343269348","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"386","1.0964794158935547","1.0964794158935547","1.0964794158935547","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"387","1.0964794158935547","1.0964794158935547","1.0964794158935547","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"388","1.0964794158935547","1.0964794158935547","1.0964794158935547","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"389","1.0964794158935547","1.0964794158935547","1.0964794158935547","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"390","1.0964794158935547","1.0964794158935547","1.0964794158935547","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"391","1.0964794158935547","1.0964794158935547","1.0964794158935547","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"392","1.07133948802948","1.07133948802948","1.07133948802948","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"393","1.07133948802948","1.07133948802948","1.07133948802948","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"394","1.07133948802948","1.07133948802948","1.07133948802948","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"395","1.07133948802948","1.07133948802948","1.07133948802948","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"396","1.07133948802948","1.07133948802948","1.07133948802948","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"397","1.07133948802948","1.07133948802948","1.07133948802948","0.9321414232254028","0.9321414232254028","0.9321414232254028","-2.9054720401763916","-2.9054720401763916","-2.9054720401763916"
"398","1.0995795726776123","1.0995795726776123","1.0995795726776123","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"399","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"400","1.0995795726776123","1.0995795726776123","1.0995795726776123","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"401","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"402","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"403","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"404","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"405","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"406","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"407","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"408","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"409","","","","0.9417508244514465","0.9417508244514465","0.9417508244514465","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"410","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"411","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"412","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"413","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"414","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"415","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"416","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"417","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"418","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"419","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"420","","","","0.9583996534347534","0.9583996534347534","0.9583996534347534","-2.962519407272339","-2.962519407272339","-2.962519407272339"
"421","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"422","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"423","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"424","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"425","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"426","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"427","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"428","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"429","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"430","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"431","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"432","","","","0.9344204664230347","0.9344204664230347","0.9344204664230347","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"433","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"434","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"435","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"436","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"437","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"438","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"439","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"440","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"441","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"442","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"443","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"444","","","","0.9479756951332092","0.9479756951332092","0.9479756951332092","-3.061218500137329","-3.061218500137329","-3.061218500137329"
"445","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"446","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"447","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"448","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"449","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"450","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"451","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"452","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"453","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"454","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"455","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
"456","","","","0.982488751411438","0.982488751411438","0.982488751411438","-2.9721195697784424","-2.9721195697784424","-2.9721195697784424"
