"Step","Batch Size = 32768 - rollout/ep_rew_mean","Batch Size = 32768 - rollout/ep_rew_mean__MIN","Batch Size = 32768 - rollout/ep_rew_mean__MAX","Batch Size = 16384 - rollout/ep_rew_mean","Batch Size = 16384 - rollout/ep_rew_mean__MIN","Batch Size = 16384 - rollout/ep_rew_mean__MAX","Batch Size = 8192 - rollout/ep_rew_mean","Batch Size = 8192 - rollout/ep_rew_mean__MIN","Batch Size = 8192 - rollout/ep_rew_mean__MAX","Batch Size = 2048 - rollout/ep_rew_mean","Batch Size = 2048 - rollout/ep_rew_mean__MIN","Batch Size = 2048 - rollout/ep_rew_mean__MAX"
"210","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"211","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"212","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"213","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"214","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"215","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"216","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"217","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"218","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"219","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"220","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"221","-0.4206759035587311","-0.4206759035587311","-0.4206759035587311","0.40690872073173523","0.40690872073173523","0.40690872073173523","0.8661953210830688","0.8661953210830688","0.8661953210830688","1.0557647943496704","1.0557647943496704","1.0557647943496704"
"222","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"223","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"224","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"225","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"226","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"227","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"228","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"229","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"230","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"231","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"232","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"233","-0.26700493693351746","-0.26700493693351746","-0.26700493693351746","0.435524046421051","0.435524046421051","0.435524046421051","0.8864437341690063","0.8864437341690063","0.8864437341690063","1.0640463829040527","1.0640463829040527","1.0640463829040527"
"234","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"235","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"236","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"237","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"238","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"239","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"240","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"241","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"242","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"243","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"244","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"245","-0.10508138686418533","-0.10508138686418533","-0.10508138686418533","0.45274725556373596","0.45274725556373596","0.45274725556373596","0.9068915247917175","0.9068915247917175","0.9068915247917175","1.0701285600662231","1.0701285600662231","1.0701285600662231"
"246","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"247","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"248","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"249","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"250","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"251","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"252","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"253","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"254","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"255","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"256","-0.03281082212924957","-0.03281082212924957","-0.03281082212924957","0.5228312015533447","0.5228312015533447","0.5228312015533447","0.9502785801887512","0.9502785801887512","0.9502785801887512","1.0553979873657227","1.0553979873657227","1.0553979873657227"
"257","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"258","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"259","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"260","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"261","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"262","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"263","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"264","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"265","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"266","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"267","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"268","0.038511838763952255","0.038511838763952255","0.038511838763952255","0.6021832823753357","0.6021832823753357","0.6021832823753357","0.9802088737487793","0.9802088737487793","0.9802088737487793","1.0497777462005615","1.0497777462005615","1.0497777462005615"
"269","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"270","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"271","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"272","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"273","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"274","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"275","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"276","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"277","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"278","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"279","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"280","0.09837214648723602","0.09837214648723602","0.09837214648723602","0.6494852900505066","0.6494852900505066","0.6494852900505066","0.9968230724334717","0.9968230724334717","0.9968230724334717","1.062244176864624","1.062244176864624","1.062244176864624"
"281","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"282","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"283","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"284","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"285","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"286","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"287","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"288","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"289","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"290","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"291","0.12314031273126602","0.12314031273126602","0.12314031273126602","0.6441036462783813","0.6441036462783813","0.6441036462783813","1.0054455995559692","1.0054455995559692","1.0054455995559692","1.0772695541381836","1.0772695541381836","1.0772695541381836"
"292","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"293","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"294","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"295","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"296","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"297","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"298","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"299","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"300","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"301","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"302","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"303","0.17899005115032196","0.17899005115032196","0.17899005115032196","0.700325608253479","0.700325608253479","0.700325608253479","1.0270984172821045","1.0270984172821045","1.0270984172821045","1.0786932706832886","1.0786932706832886","1.0786932706832886"
"304","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"305","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"306","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"307","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"308","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"309","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"310","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"311","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"312","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"313","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"314","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"315","0.24708431959152222","0.24708431959152222","0.24708431959152222","0.7473530173301697","0.7473530173301697","0.7473530173301697","1.0682777166366577","1.0682777166366577","1.0682777166366577","1.0959419012069702","1.0959419012069702","1.0959419012069702"
"316","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"317","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"318","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"319","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"320","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"321","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"322","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"323","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"324","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"325","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"326","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"327","0.29617172479629517","0.29617172479629517","0.29617172479629517","0.7618436813354492","0.7618436813354492","0.7618436813354492","1.0564992427825928","1.0564992427825928","1.0564992427825928","1.069395661354065","1.069395661354065","1.069395661354065"
"328","0.32986271381378174","0.32986271381378174","0.32986271381378174","0.79704749584198","0.79704749584198","0.79704749584198","1.0777719020843506","1.0777719020843506","1.0777719020843506","1.0927278995513916","1.0927278995513916","1.0927278995513916"
"329","0.32986271381378174","0.32986271381378174","0.32986271381378174","0.79704749584198","0.79704749584198","0.79704749584198","1.0777719020843506","1.0777719020843506","1.0777719020843506","1.0927278995513916","1.0927278995513916","1.0927278995513916"
"330","0.32986271381378174","0.32986271381378174","0.32986271381378174","0.79704749584198","0.79704749584198","0.79704749584198","1.0777719020843506","1.0777719020843506","1.0777719020843506","1.0927278995513916","1.0927278995513916","1.0927278995513916"
"331","0.32986271381378174","0.32986271381378174","0.32986271381378174","0.79704749584198","0.79704749584198","0.79704749584198","1.0777719020843506","1.0777719020843506","1.0777719020843506","1.0927278995513916","1.0927278995513916","1.0927278995513916"
