"Step","With Normalization - rollout/ep_rew_mean","With Normalization - rollout/ep_rew_mean__MIN","With Normalization - rollout/ep_rew_mean__MAX","Without Normalization - rollout/ep_rew_mean","Without Normalization - rollout/ep_rew_mean__MIN","Without Normalization - rollout/ep_rew_mean__MAX"
"232","0.8053105473518372","0.8053105473518372","0.8053105473518372","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"233","0.8053105473518372","0.8053105473518372","0.8053105473518372","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"234","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"235","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"236","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"237","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"238","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"239","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"240","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"241","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"242","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"243","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"244","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"245","0.8323698043823242","0.8323698043823242","0.8323698043823242","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"246","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"247","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"248","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"249","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"250","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"251","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"252","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"253","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"254","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"255","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"256","0.8654084801673889","0.8654084801673889","0.8654084801673889","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"257","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"258","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"259","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"260","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"261","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"262","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"263","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"264","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"265","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"266","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"267","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"268","0.8821696639060974","0.8821696639060974","0.8821696639060974","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"269","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"270","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"271","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"272","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"273","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"274","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"275","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"276","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"277","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"278","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"279","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"280","0.9007362127304077","0.9007362127304077","0.9007362127304077","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"281","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"282","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"283","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"284","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"285","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"286","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"287","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"288","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"289","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"290","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"291","0.8571257591247559","0.8571257591247559","0.8571257591247559","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"292","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"293","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"294","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"295","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"296","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"297","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"298","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"299","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"300","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"301","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"302","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"303","0.929481029510498","0.929481029510498","0.929481029510498","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"304","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"305","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"306","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"307","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"308","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"309","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"310","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"311","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"312","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"313","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"314","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"315","0.9273223876953125","0.9273223876953125","0.9273223876953125","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"316","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"317","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"318","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"319","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"320","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"321","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"322","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"323","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"324","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"325","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"326","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"327","0.9498774409294128","0.9498774409294128","0.9498774409294128","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"328","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"329","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"330","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"331","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"332","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"333","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"334","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"335","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"336","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"337","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"338","0.9406337141990662","0.9406337141990662","0.9406337141990662","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"339","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"340","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"341","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"342","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"343","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"344","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"345","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"346","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"347","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"348","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"349","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"350","0.9690527319908142","0.9690527319908142","0.9690527319908142","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"351","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"352","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"353","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"354","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"355","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"356","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"357","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"358","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"359","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"360","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"361","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"362","0.9840478897094727","0.9840478897094727","0.9840478897094727","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"363","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"364","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"365","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"366","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"367","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"368","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"369","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"370","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"371","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"372","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"373","0.9839975237846375","0.9839975237846375","0.9839975237846375","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"374","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"375","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"376","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"377","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"378","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"379","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"380","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"381","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"382","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"383","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"384","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"385","1.0033575296401978","1.0033575296401978","1.0033575296401978","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"386","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"387","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"388","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"389","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"390","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"391","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"392","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"393","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"394","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"395","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"396","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"397","1.031614899635315","1.031614899635315","1.031614899635315","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"398","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"399","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"400","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"401","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"402","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"403","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"404","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"405","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"406","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"407","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"408","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"409","1.0467886924743652","1.0467886924743652","1.0467886924743652","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"410","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"411","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"412","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"413","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"414","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"415","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"416","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"417","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"418","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"419","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"420","1.0540684461593628","1.0540684461593628","1.0540684461593628","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"421","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"422","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"423","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"424","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"425","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"426","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"427","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"428","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"429","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"430","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"431","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"432","1.005480408668518","1.005480408668518","1.005480408668518","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"433","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"434","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"435","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"436","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"437","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"438","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"439","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"440","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"441","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"442","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"443","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"444","1.0352003574371338","1.0352003574371338","1.0352003574371338","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"445","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"446","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"447","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"448","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"449","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"450","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"451","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"452","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"453","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"454","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"455","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"456","1.0669974088668823","1.0669974088668823","1.0669974088668823","0.982488751411438","0.982488751411438","0.982488751411438"
"457","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"458","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"459","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"460","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"461","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"462","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"463","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"464","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"465","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"466","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"467","1.0679945945739746","1.0679945945739746","1.0679945945739746","0.995776891708374","0.995776891708374","0.995776891708374"
"468","1.0739563703536987","1.0739563703536987","1.0739563703536987","0.9924018383026123","0.9924018383026123","0.9924018383026123"
"469","1.0739563703536987","1.0739563703536987","1.0739563703536987","0.9924018383026123","0.9924018383026123","0.9924018383026123"
"470","1.0739563703536987","1.0739563703536987","1.0739563703536987","0.9924018383026123","0.9924018383026123","0.9924018383026123"
"471","1.0739563703536987","1.0739563703536987","1.0739563703536987","0.9924018383026123","0.9924018383026123","0.9924018383026123"
"472","1.0739563703536987","1.0739563703536987","1.0739563703536987","0.9924018383026123","0.9924018383026123","0.9924018383026123"
"473","1.0739563703536987","1.0739563703536987","1.0739563703536987","0.9924018383026123","0.9924018383026123","0.9924018383026123"
