"Step","Absolute Mode - rollout/ep_rew_mean","Absolute Mode - rollout/ep_rew_mean__MIN","Absolute Mode - rollout/ep_rew_mean__MAX","Relative Mode - rollout/ep_rew_mean","Relative Mode - rollout/ep_rew_mean__MIN","Relative Mode - rollout/ep_rew_mean__MAX"
"228","0.491496205329895","0.491496205329895","0.491496205329895","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"229","0.491496205329895","0.491496205329895","0.491496205329895","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"230","0.491496205329895","0.491496205329895","0.491496205329895","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"231","0.491496205329895","0.491496205329895","0.491496205329895","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"232","0.491496205329895","0.491496205329895","0.491496205329895","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"233","0.491496205329895","0.491496205329895","0.491496205329895","0.4587588906288147","0.4587588906288147","0.4587588906288147"
"234","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"235","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"236","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"237","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"238","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"239","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"240","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"241","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"242","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"243","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"244","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"245","0.5115500092506409","0.5115500092506409","0.5115500092506409","0.5291457772254944","0.5291457772254944","0.5291457772254944"
"246","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"247","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"248","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"249","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"250","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"251","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"252","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"253","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"254","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"255","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"256","0.4924056828022003","0.4924056828022003","0.4924056828022003","0.5926939249038696","0.5926939249038696","0.5926939249038696"
"257","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"258","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"259","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"260","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"261","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"262","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"263","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"264","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"265","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"266","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"267","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"268","0.533917248249054","0.533917248249054","0.533917248249054","0.6675030589103699","0.6675030589103699","0.6675030589103699"
"269","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"270","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"271","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"272","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"273","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"274","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"275","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"276","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"277","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"278","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"279","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"280","0.5548251867294312","0.5548251867294312","0.5548251867294312","0.6919159293174744","0.6919159293174744","0.6919159293174744"
"281","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"282","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"283","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"284","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"285","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"286","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"287","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"288","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"289","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"290","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"291","0.5583844184875488","0.5583844184875488","0.5583844184875488","0.7174273133277893","0.7174273133277893","0.7174273133277893"
"292","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"293","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"294","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"295","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"296","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"297","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"298","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"299","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"300","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"301","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"302","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"303","0.5806401968002319","0.5806401968002319","0.5806401968002319","0.7815369963645935","0.7815369963645935","0.7815369963645935"
"304","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"305","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"306","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"307","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"308","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"309","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"310","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"311","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"312","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"313","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"314","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"315","0.6013309955596924","0.6013309955596924","0.6013309955596924","0.7923597693443298","0.7923597693443298","0.7923597693443298"
"316","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"317","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"318","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"319","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"320","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"321","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"322","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"323","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"324","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"325","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"326","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"327","0.579043984413147","0.579043984413147","0.579043984413147","0.8202559947967529","0.8202559947967529","0.8202559947967529"
"328","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"329","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"330","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"331","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"332","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"333","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"334","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"335","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"336","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"337","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"338","0.6080018281936646","0.6080018281936646","0.6080018281936646","0.8068422675132751","0.8068422675132751","0.8068422675132751"
"339","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"340","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"341","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"342","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"343","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"344","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"345","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"346","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"347","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"348","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"349","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"350","0.6282967925071716","0.6282967925071716","0.6282967925071716","0.8428062200546265","0.8428062200546265","0.8428062200546265"
"351","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"352","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"353","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"354","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"355","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"356","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"357","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"358","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"359","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"360","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"361","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"362","0.6288149952888489","0.6288149952888489","0.6288149952888489","0.8492993116378784","0.8492993116378784","0.8492993116378784"
"363","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"364","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"365","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"366","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"367","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"368","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"369","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"370","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"371","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"372","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"373","0.6508452892303467","0.6508452892303467","0.6508452892303467","0.8868497610092163","0.8868497610092163","0.8868497610092163"
"374","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"375","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"376","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"377","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"378","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"379","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"380","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"381","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"382","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"383","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"384","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"385","0.6432750821113586","0.6432750821113586","0.6432750821113586","0.9103606343269348","0.9103606343269348","0.9103606343269348"
"386","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"387","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"388","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"389","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"390","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"391","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"392","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"393","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"394","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"395","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"396","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"397","0.6345590949058533","0.6345590949058533","0.6345590949058533","0.9321414232254028","0.9321414232254028","0.9321414232254028"
"398","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"399","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"400","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"401","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"402","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"403","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"404","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"405","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"406","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"407","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"408","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"409","0.6451288461685181","0.6451288461685181","0.6451288461685181","0.9417508244514465","0.9417508244514465","0.9417508244514465"
"410","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"411","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"412","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"413","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"414","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"415","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"416","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"417","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"418","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"419","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"420","0.6460046172142029","0.6460046172142029","0.6460046172142029","0.9583996534347534","0.9583996534347534","0.9583996534347534"
"421","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"422","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"423","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"424","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"425","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"426","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"427","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"428","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"429","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"430","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"431","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"432","0.6572774052619934","0.6572774052619934","0.6572774052619934","0.9344204664230347","0.9344204664230347","0.9344204664230347"
"433","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"434","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"435","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"436","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"437","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"438","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"439","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"440","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"441","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"442","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"443","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"444","0.6993525624275208","0.6993525624275208","0.6993525624275208","0.9479756951332092","0.9479756951332092","0.9479756951332092"
"445","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"446","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"447","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"448","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"449","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"450","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"451","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"452","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"453","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"454","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"455","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"456","0.6691511869430542","0.6691511869430542","0.6691511869430542","0.982488751411438","0.982488751411438","0.982488751411438"
"457","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"458","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"459","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"460","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"461","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"462","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"463","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"464","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"465","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"466","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"467","0.662450909614563","0.662450909614563","0.662450909614563","0.995776891708374","0.995776891708374","0.995776891708374"
"468","0.6636849641799927","0.6636849641799927","0.6636849641799927","0.9924018383026123","0.9924018383026123","0.9924018383026123"
"469","0.6636849641799927","0.6636849641799927","0.6636849641799927","0.9924018383026123","0.9924018383026123","0.9924018383026123"
