"Step","Act. Rate/Magnitude (-0.5/-0.02) - rollout/ep_rew_mean","Act. Rate/Magnitude (-0.5/-0.02) - rollout/ep_rew_mean__MIN","Act. Rate/Magnitude (-0.5/-0.02) - rollout/ep_rew_mean__MAX","Act. Rate (-1.0) - rollout/ep_rew_mean","Act. Rate (-1.0) - rollout/ep_rew_mean__MIN","Act. Rate (-1.0) - rollout/ep_rew_mean__MAX","Act. Rate Pos (-1.0) - rollout/ep_rew_mean","Act. Rate Pos (-1.0) - rollout/ep_rew_mean__MIN","Act. Rate Pos (-1.0) - rollout/ep_rew_mean__MAX"
"138","-0.7748792767524719","-0.7748792767524719","-0.7748792767524719","-0.6470266580581665","-0.6470266580581665","-0.6470266580581665","-0.7481154799461365","-0.7481154799461365","-0.7481154799461365"
"139","-0.7748792767524719","-0.7748792767524719","-0.7748792767524719","-0.6470266580581665","-0.6470266580581665","-0.6470266580581665","-0.7481154799461365","-0.7481154799461365","-0.7481154799461365"
"140","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"141","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"142","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"143","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"144","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"145","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"146","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"147","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"148","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"149","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"150","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"151","-0.5331875681877136","-0.5331875681877136","-0.5331875681877136","-0.5036280751228333","-0.5036280751228333","-0.5036280751228333","-0.6442259550094604","-0.6442259550094604","-0.6442259550094604"
"152","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"153","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"154","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"155","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"156","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"157","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"158","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"159","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"160","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"161","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"162","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"163","-0.2569919526576996","-0.2569919526576996","-0.2569919526576996","-0.05597902089357376","-0.05597902089357376","-0.05597902089357376","-0.4013826847076416","-0.4013826847076416","-0.4013826847076416"
"164","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"165","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"166","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"167","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"168","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"169","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"170","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"171","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"172","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"173","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"174","0.0042605227790772915","0.0042605227790772915","0.0042605227790772915","0.04734965041279793","0.04734965041279793","0.04734965041279793","-0.04524353891611099","-0.04524353891611099","-0.04524353891611099"
"175","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"176","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"177","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"178","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"179","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"180","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"181","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"182","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"183","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"184","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"185","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"186","0.2302166074514389","0.2302166074514389","0.2302166074514389","0.16970039904117584","0.16970039904117584","0.16970039904117584","0.15731912851333618","0.15731912851333618","0.15731912851333618"
"187","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"188","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"189","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"190","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"191","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"192","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"193","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"194","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"195","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"196","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"197","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"198","0.35328391194343567","0.35328391194343567","0.35328391194343567","0.2809011936187744","0.2809011936187744","0.2809011936187744","0.26207467913627625","0.26207467913627625","0.26207467913627625"
"199","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"200","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"201","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"202","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"203","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"204","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"205","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"206","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"207","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"208","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"209","0.38272151350975037","0.38272151350975037","0.38272151350975037","0.3889911472797394","0.3889911472797394","0.3889911472797394","0.3270428478717804","0.3270428478717804","0.3270428478717804"
"210","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"211","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"212","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"213","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"214","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"215","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"216","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"217","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"218","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"219","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"220","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"221","0.5398379564285278","0.5398379564285278","0.5398379564285278","0.46498507261276245","0.46498507261276245","0.46498507261276245","0.4135633707046509","0.4135633707046509","0.4135633707046509"
"222","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"223","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"224","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"225","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"226","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"227","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"228","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"229","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"230","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"231","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"232","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"233","0.5739887952804565","0.5739887952804565","0.5739887952804565","0.488760381937027","0.488760381937027","0.488760381937027","0.48773378133773804","0.48773378133773804","0.48773378133773804"
"234","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"235","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"236","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"237","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"238","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"239","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"240","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"241","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"242","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"243","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"244","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"245","0.614932119846344","0.614932119846344","0.614932119846344","0.5211474895477295","0.5211474895477295","0.5211474895477295","0.5291438102722168","0.5291438102722168","0.5291438102722168"
"246","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"247","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"248","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"249","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"250","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"251","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"252","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"253","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"254","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"255","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"256","0.6721144914627075","0.6721144914627075","0.6721144914627075","0.5761609673500061","0.5761609673500061","0.5761609673500061","0.6101377010345459","0.6101377010345459","0.6101377010345459"
"257","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"258","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"259","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"260","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"261","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"262","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"263","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"264","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"265","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"266","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"267","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"268","0.7001219391822815","0.7001219391822815","0.7001219391822815","0.6239984631538391","0.6239984631538391","0.6239984631538391","0.6707977056503296","0.6707977056503296","0.6707977056503296"
"269","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"270","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"271","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"272","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"273","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"274","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"275","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"276","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"277","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"278","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"279","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"280","-19.000574111938477","-19.000574111938477","-19.000574111938477","-40.5698127746582","-40.5698127746582","-40.5698127746582","-18.702608108520508","-18.702608108520508","-18.702608108520508"
"281","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"282","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"283","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"284","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"285","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"286","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"287","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"288","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"289","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"290","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"291","-11.249375343322754","-11.249375343322754","-11.249375343322754","-25.75028419494629","-25.75028419494629","-25.75028419494629","-9.552997589111328","-9.552997589111328","-9.552997589111328"
"292","-7.836544990539551","-7.836544990539551","-7.836544990539551","-18.393098831176758","-18.393098831176758","-18.393098831176758","-5.636106967926025","-5.636106967926025","-5.636106967926025"
"293","-7.836544990539551","-7.836544990539551","-7.836544990539551","-18.393098831176758","-18.393098831176758","-18.393098831176758","-5.636106967926025","-5.636106967926025","-5.636106967926025"
"294","-7.836544990539551","-7.836544990539551","-7.836544990539551","-18.393098831176758","-18.393098831176758","-18.393098831176758","-5.636106967926025","-5.636106967926025","-5.636106967926025"
"295","-7.836544990539551","-7.836544990539551","-7.836544990539551","-18.393098831176758","-18.393098831176758","-18.393098831176758","-5.636106967926025","-5.636106967926025","-5.636106967926025"
