timestep,tcp_pose_0,tcp_pose_1,tcp_pose_2,tcp_pose_3,tcp_pose_4,tcp_pose_5,tcp_pose_6,pose_command_0,pose_command_1,pose_command_2,pose_command_3,pose_command_4,pose_command_5,pose_command_6,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6
0,-0.10589462518692017,0.2304031103849411,0.20332874357700348,-0.03553032875061035,-0.03575734794139862,0.9984886646270752,0.017192043364048004,-0.1500369757413864,0.2499973624944687,0.1000092625617981,2.6463654648978263e-05,1.00005042552948,-5.3911906434223056e-05,5.075665103504434e-05,-0.7549977898597717,0.5557676553726196,-0.6714819669723511,-0.34365367889404297,1.0351511240005493,0.44798171520233154,-0.07795807719230652
1,-0.13121028244495392,0.2545144259929657,0.21832239627838135,-0.06359322369098663,-0.03722027689218521,0.9964434504508972,0.040341150015592575,-0.15001387894153595,0.24994994699954987,0.09992974251508713,5.590149521594867e-05,0.999993085861206,2.6980160328093916e-05,7.317139534279704e-06,-0.9899101853370667,0.5898926258087158,0.4002026319503784,-0.2324104607105255,0.8427010774612427,0.369107723236084,0.3934771716594696
2,-0.15258944034576416,0.244622603058815,0.20855501294136047,-0.07440968602895737,-0.03899455443024635,0.9945219159126282,0.0628071129322052,-0.14999790489673615,0.2499838024377823,0.10003603249788284,-8.475005597574636e-05,0.999909520149231,2.7424590371083468e-05,-7.173753692768514e-05,-0.3686016798019409,-0.13923469185829163,-0.35350269079208374,-0.13304316997528076,0.8312727808952332,0.4553707242012024,-0.04294693470001221
3,-0.16024908423423767,0.23243559896945953,0.1719367355108261,-0.0641394704580307,-0.03719981387257576,0.9966484308242798,0.032332420349121094,-0.14995788037776947,0.25002554059028625,0.09991122782230377,1.3517950719688088e-05,1.000045895576477,-1.565556158311665e-05,-4.1862505895551294e-05,-0.45236286520957947,0.6314854621887207,-0.2097632884979248,-0.09220734983682632,1.078765630722046,0.5108071565628052,0.1311992108821869
4,-0.18016089498996735,0.24273476004600525,0.1729617416858673,-0.07583082467317581,-0.038077980279922485,0.9957914352416992,0.03625398874282837,-0.14992229640483856,0.2499319463968277,0.09996959567070007,-1.9924453226849437e-05,1.000012993812561,-2.602675522211939e-05,-8.841734961606562e-05,-0.376853883266449,0.4057876765727997,0.2834279537200928,-0.10875917226076126,0.9886543154716492,0.47258031368255615,0.14181014895439148
5,-0.17151254415512085,0.2449052631855011,0.16159601509571075,0.06346891075372696,0.0037522881757467985,-0.996632993221283,-0.05099743232131004,-0.14999455213546753,0.24992705881595612,0.09996330738067627,-3.20012477459386e-05,0.9999734163284302,-1.6997495549730957e-05,-7.934011955512688e-05,-0.1339101791381836,0.17328009009361267,-0.04378974810242653,-0.025258993729948997,1.0064516067504883,0.5100175738334656,-0.032322704792022705
6,-0.1649656593799591,0.2091214507818222,0.13834723830223083,0.04785541817545891,-0.02483663707971573,-0.9984418153762817,-0.019310124218463898,-0.14991328120231628,0.24991773068904877,0.09994372725486755,-4.22255507146474e-05,1.000074863433838,3.9950078644324094e-05,-3.376881795702502e-05,-0.19372540712356567,0.028697816655039787,0.0590815506875515,0.012902611866593361,0.5505061149597168,0.43331465125083923,-0.41069626808166504
7,-0.169078528881073,0.18639521300792694,0.11436384171247482,0.04686027020215988,-0.04691157117486,-0.9975727796554565,0.016133693978190422,-0.15007488429546356,0.24998630583286285,0.10006596893072128,7.866173837101087e-05,0.9999302625656128,9.657751797931269e-05,9.454881364945322e-06,-0.1717432588338852,0.3494468331336975,-0.05580878630280495,-0.00730622373521328,0.4832499623298645,0.35728320479393005,-0.311597615480423
8,-0.18181151151657104,0.19200360774993896,0.12055439502000809,0.05929211154580116,-0.06869793683290482,-0.9951878786087036,0.036275748163461685,-0.14993448555469513,0.24995841085910797,0.10003867745399475,8.78201171872206e-05,0.9999266862869263,4.186244768789038e-05,-4.171525870333426e-05,-0.2138938307762146,0.4792196452617645,0.20802271366119385,-0.03967950493097305,0.49508559703826904,0.26282528042793274,-0.1799575686454773
9,-0.1778147667646408,0.19535620510578156,0.12642458081245422,0.06935974210500717,-0.12851954996585846,-0.9873062372207642,0.0611046627163887,-0.15001298487186432,0.2500920295715332,0.09997691959142685,9.95746158878319e-05,0.9999661445617676,-7.085794641170651e-05,-1.0828705853782594e-05,-0.08400439471006393,0.33097541332244873,0.09066534042358398,-0.024046516045928,0.5434108376502991,0.2426530122756958,-0.25090813636779785
10,-0.17642921209335327,0.20497292280197144,0.123527392745018,0.08101991564035416,-0.1822502166032791,-0.9769467115402222,0.07610896229743958,-0.15003834664821625,0.2500462830066681,0.09997406601905823,8.892200276022777e-05,0.9999518394470215,-5.671769758919254e-05,4.464104858925566e-05,-0.11829178780317307,0.40460005402565,0.04052799567580223,-0.029900019988417625,0.5198338627815247,0.2207549661397934,-0.21929897367954254
11,-0.18024030327796936,0.20817695558071136,0.12287896126508713,0.09364481270313263,-0.2288130670785904,-0.9632074236869812,0.10497958958148956,-0.149938702583313,0.2500055432319641,0.10005664825439453,-1.948773569893092e-05,1.0000361204147339,-9.809059702092782e-05,7.053315493976697e-05,-0.14859549701213837,0.37050479650497437,0.09807169437408447,-0.0375756099820137,0.5157191157341003,0.17015968263149261,-0.1941942274570465
12,-0.18047282099723816,0.21097072958946228,0.12080147862434387,0.1044948622584343,-0.28034669160842896,-0.9454050064086914,0.12936769425868988,-0.1500423550605774,0.2499254196882248,0.09994890540838242,-5.9961450460832566e-05,0.9999983310699463,7.263464067364112e-05,6.497953290818259e-05,-0.11854592710733414,0.34902045130729675,0.06726616621017456,-0.032568223774433136,0.52508145570755,0.13596117496490479,-0.1903592348098755
13,-0.18133315443992615,0.21948230266571045,0.11858292669057846,0.11723624169826508,-0.3279724717140198,-0.9263162016868591,0.14368486404418945,-0.14995339512825012,0.24995453655719757,0.10002477467060089,1.4768709661439061e-05,1.0000414848327637,-4.436726521817036e-05,-8.235482528107241e-05,-0.1288873553276062,0.3676857352256775,0.07547640800476074,-0.03280273824930191,0.5230008959770203,0.0957421213388443,-0.16479900479316711
14,-0.1811748892068863,0.22145934402942657,0.11768444627523422,0.126006081700325,-0.3770410716533661,-0.9023288488388062,0.1671660840511322,-0.15003131330013275,0.2500639259815216,0.09997498989105225,1.341255847364664e-05,0.9999127388000488,6.655936158495024e-05,5.5277465435210615e-05,-0.12936776876449585,0.33145633339881897,0.09303206205368042,-0.02518550120294094,0.5266622304916382,0.05926315486431122,-0.1604476273059845
15,-0.18055778741836548,0.22842130064964294,0.11521323770284653,0.13647998869419098,-0.42185354232788086,-0.878467321395874,0.17784714698791504,-0.14994360506534576,0.2500669062137604,0.09993719309568405,-4.208794780424796e-05,0.9999254941940308,-8.042181434575468e-05,4.943648673361167e-05,-0.13133956491947174,0.33894082903862,0.07767248153686523,-0.020957505330443382,0.5278475284576416,0.019908413290977478,-0.14145545661449432
16,-0.18040421605110168,0.23025281727313995,0.11416417360305786,0.1432497203350067,-0.46510496735572815,-0.8515381217002869,0.1949668675661087,-0.1499362289905548,0.24999554455280304,0.10000517964363098,3.148359974147752e-05,0.9999938011169434,6.621670763706788e-05,9.590926492819563e-05,-0.14517192542552948,0.31900545954704285,0.10524559020996094,-0.011764919385313988,0.5266063809394836,-0.013946563005447388,-0.13092900812625885
17,-0.1789902001619339,0.23455576598644257,0.11242616176605225,0.1500275731086731,-0.5051625967025757,-0.8252262473106384,0.20305457711219788,-0.15000146627426147,0.2500365078449249,0.09992522746324539,9.479479194851592e-05,1.000044584274292,-9.252781455870718e-05,4.213579813949764e-07,-0.14633625745773315,0.3173881769180298,0.0954047441482544,-0.002949213609099388,0.5294873714447021,-0.050114065408706665,-0.11511467397212982
