timestep,tcp_pose_0,tcp_pose_1,tcp_pose_2,tcp_pose_3,tcp_pose_4,tcp_pose_5,tcp_pose_6,pose_command_0,pose_command_1,pose_command_2,pose_command_3,pose_command_4,pose_command_5,pose_command_6,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6
0,-0.020758897066116333,0.39063960313796997,0.3269398510456085,0.017158258706331253,-0.20325759053230286,-0.9777135252952576,-0.049244415014982224,-0.1500311642885208,0.25005245208740234,0.10009973496198654,7.77881286921911e-05,0.9999549388885498,-3.755923535209149e-05,-4.9038211727747694e-05,-1.7177801132202148,-1.3388222455978394,-3.2144289016723633,-1.1256581544876099,0.9941152930259705,0.06465168297290802,-1.1167337894439697
1,-0.0628495067358017,0.38295358419418335,0.32605257630348206,0.04961900785565376,-0.1995256394147873,-0.9753443598747253,-0.08086519688367844,-0.15005432069301605,0.25008314847946167,0.09990592300891876,-3.935879794880748e-05,0.999991774559021,-3.0930794309824705e-05,-7.558036304544657e-05,-1.2833386659622192,0.0067223235964775085,-3.1606781482696533,-0.73762047290802,1.4260450601577759,0.7710182070732117,-1.007847785949707
2,-0.10355541855096817,0.3733821511268616,0.32079753279685974,0.08549057692289352,-0.19399414956569672,-0.9718819856643677,-0.10199782252311707,-0.1500510275363922,0.25005805492401123,0.09992612898349762,-6.364349974319339e-05,0.9999111890792847,-9.206435788655654e-05,-2.8651906177401543e-05,-0.6321014761924744,0.41396620869636536,-3.248927116394043,-0.4799301028251648,1.507495641708374,0.6589474678039551,-1.0366697311401367
3,-0.1339353322982788,0.36596426367759705,0.29788637161254883,0.105218805372715,-0.19203080236911774,-0.9709978103637695,-0.09573080390691757,-0.1499408632516861,0.24992702901363373,0.09995018690824509,-8.977979450719431e-05,1.0000497102737427,-7.156116771511734e-05,5.929028702666983e-05,-0.13463588058948517,0.7293901443481445,-3.289187431335449,-0.3002752661705017,1.5768077373504639,0.5903662443161011,-1.0920252799987793
4,-0.1320946216583252,0.37463995814323425,0.2585080862045288,0.12719935178756714,-0.23887798190116882,-0.9603561162948608,-0.06742292642593384,-0.15009033679962158,0.250049352645874,0.10006944090127945,-4.112629176233895e-05,1.0000770092010498,7.087703124852851e-05,6.051164382370189e-05,0.2166261076927185,0.9093331694602966,-2.9583916664123535,-0.1683623194694519,1.6198465824127197,0.5199986100196838,-1.092327356338501
5,-0.12170527130365372,0.38372308015823364,0.2163645178079605,0.15219354629516602,-0.30065539479255676,-0.9408934712409973,-0.033836934715509415,-0.14998485147953033,0.2500115931034088,0.10004051774740219,-2.5299610570073128e-05,1.0000710487365723,4.091094160685316e-05,2.29502547881566e-05,0.15807875990867615,0.6490856409072876,-2.2295010089874268,-0.1657956838607788,1.580676555633545,0.38620156049728394,-1.1082220077514648
6,-0.12023605406284332,0.38364723324775696,0.19780367612838745,0.1794331967830658,-0.346821129322052,-0.9201411604881287,-0.030467785894870758,-0.1500009149312973,0.24991147220134735,0.1000107005238533,4.6221270167734474e-05,1.000030755996704,-8.584390161558986e-05,6.543771451106295e-05,-0.09785439074039459,0.09630387276411057,-1.394484043121338,-0.17382097244262695,1.5189542770385742,0.28603965044021606,-1.060176134109497
7,-0.12892328202724457,0.36801281571388245,0.1932881474494934,0.20675252377986908,-0.38349759578704834,-0.8996518850326538,-0.027444962412118912,-0.14998655021190643,0.24993343651294708,0.09990936517715454,7.869144610594958e-06,1.0000836849212646,7.945944525999948e-05,-3.794630174525082e-07,-0.24199876189231873,-0.39510345458984375,-1.116945743560791,-0.1781638264656067,1.4665541648864746,0.17321357131004333,-0.9718050360679626
8,-0.12488086521625519,0.3639547526836395,0.1919020712375641,0.22806484997272491,-0.42271026968955994,-0.8756566047668457,-0.0486927255988121,-0.15003688633441925,0.2500975728034973,0.10005742311477661,7.867186650400981e-05,1.000019907951355,-7.023631042102352e-05,-7.155076309572905e-05,-0.1836405098438263,-0.34773701429367065,-1.1619049310684204,-0.15600544214248657,1.4617493152618408,0.0912051647901535,-0.881041944026947
9,-0.12281350046396255,0.35289567708969116,0.18417440354824066,0.24345017969608307,-0.46382245421409607,-0.8501578569412231,-0.052546679973602295,-0.1499319076538086,0.2500200867652893,0.09993089735507965,-7.75591324781999e-05,0.9999488592147827,9.565702202962711e-05,2.833511825883761e-05,-0.19304455816745758,-0.2337014079093933,-1.1314576864242554,-0.17088919878005981,1.4545924663543701,0.03336341679096222,-0.9055909514427185
10,-0.12224417179822922,0.3427152633666992,0.17587310075759888,0.24701657891273499,-0.49088069796562195,-0.83254474401474,-0.06964590400457382,-0.15002286434173584,0.24997423589229584,0.10001948475837708,-7.903283403720707e-06,1.0000531673431396,9.962137119146064e-05,4.302970046410337e-05,-0.2070198953151703,-0.0677034929394722,-1.0158851146697998,-0.16073548793792725,1.4653990268707275,-0.0014472156763076782,-0.8554295897483826
11,-0.12960244715213776,0.32201331853866577,0.15889354050159454,0.24223265051841736,-0.5140590071678162,-0.8202832937240601,-0.06522992998361588,-0.15000182390213013,0.24991454184055328,0.09991112351417542,-6.705847044941038e-05,0.9999865293502808,-7.4259223765693605e-06,4.735143011203036e-05,-0.1903686821460724,0.021887890994548798,-0.89262455701828,-0.14861702919006348,1.4640599489212036,-0.0469944030046463,-0.8241348266601562
12,-0.13422027230262756,0.30056947469711304,0.13901399075984955,0.2297487109899521,-0.5360643863677979,-0.8096988797187805,-0.06308723986148834,-0.14999592304229736,0.24997206032276154,0.10003390908241272,9.8597833130043e-05,0.9999895095825195,8.737593452678993e-05,-1.322892785537988e-06,-0.10503879189491272,0.21456360816955566,-0.6469406485557556,-0.10989898443222046,1.4758244752883911,-0.09725026786327362,-0.7243587374687195
13,-0.1463458091020584,0.2678324282169342,0.10705245286226273,0.21324488520622253,-0.5628864169120789,-0.7982869148254395,-0.023665430024266243,-0.1500987559556961,0.25005391240119934,0.09995279461145401,-9.551527909934521e-05,1.000089168548584,9.127370867645368e-05,-1.0412477422505617e-05,-0.049380287528038025,0.33407318592071533,-0.361600786447525,-0.10108715295791626,1.4652855396270752,-0.1821001023054123,-0.6317451000213623
14,-0.14921680092811584,0.2514374554157257,0.09250199794769287,0.19735321402549744,-0.596980094909668,-0.7774448990821838,0.01784970983862877,-0.1499433070421219,0.2500014007091522,0.10002680122852325,8.510410407325253e-05,1.0000660419464111,1.1915573850274086e-05,-5.950396371190436e-05,0.04761916399002075,0.5431858897209167,0.10347113013267517,-0.0757371187210083,1.4661192893981934,-0.2788345217704773,-0.43120288848876953
15,-0.148487389087677,0.2601047158241272,0.10902499407529831,0.21435488760471344,-0.632987380027771,-0.7430639863014221,0.0325748510658741,-0.1500030905008316,0.24995912611484528,0.09999498724937439,-3.646911500254646e-05,0.999962568283081,6.26206019660458e-06,-9.4915900263004e-05,0.0276261568069458,0.44843780994415283,0.21624299883842468,-0.13989770412445068,1.4154936075210571,-0.406918466091156,-0.3133111298084259
16,-0.1490532010793686,0.2693522274494171,0.10461708903312683,0.2462773472070694,-0.6621150374412537,-0.7075253129005432,0.022513195872306824,-0.15003836154937744,0.2500744163990021,0.10001485049724579,-4.5325599785428494e-05,1.0000494718551636,6.148318789200857e-05,-1.1297182936687022e-05,-0.012492910027503967,0.3210292458534241,-0.14240971207618713,-0.17972785234451294,1.370688796043396,-0.44765418767929077,-0.3310931622982025
17,-0.15147003531455994,0.2544061541557312,0.08836841583251953,0.23527264595031738,-0.6989793181419373,-0.6729236245155334,0.055878106504678726,-0.1500663459300995,0.24993501603603363,0.0999172180891037,-1.9035542209167033e-05,1.0000344514846802,5.238689482212067e-10,-3.8091049646027386e-05,0.004386246204376221,0.4326685070991516,0.07317385077476501,-0.10310065746307373,1.3724000453948975,-0.41682231426239014,-0.36979952454566956
18,-0.14717982709407806,0.2531212568283081,0.09870486706495285,0.2228558510541916,-0.7238301038742065,-0.6495516300201416,0.06739630550146103,-0.15007410943508148,0.2500610649585724,0.10004277527332306,2.7774345653597265e-05,0.9999632835388184,2.567278716014698e-05,5.576785042649135e-05,-0.024943560361862183,0.47400563955307007,0.276934951543808,-0.08861666917800903,1.3549884557724,-0.4397317171096802,-0.2502220869064331
19,-0.15048140287399292,0.25885531306266785,0.09817948937416077,0.23568475246429443,-0.7345689535140991,-0.6334422826766968,0.05899791046977043,-0.1499454379081726,0.2500845789909363,0.10004877299070358,-9.786311420612037e-05,1.0000659227371216,-7.383488991763443e-05,-9.105356002692133e-05,-0.0880245566368103,0.3666081726551056,0.004992809146642685,-0.144797682762146,1.306119680404663,-0.47622984647750854,-0.24072688817977905
20,-0.14665286242961884,0.25855323672294617,0.08951600641012192,0.22621828317642212,-0.7501442432403564,-0.6192017793655396,0.05134240537881851,-0.14994364976882935,0.24999703466892242,0.1000199094414711,2.1063053281977773e-05,1.0000051259994507,5.565008905250579e-06,-6.938855221960694e-05,-0.035785019397735596,0.45836934447288513,0.11182591319084167,-0.08050036430358887,1.3095080852508545,-0.4470936059951782,-0.2559433877468109
21,-0.14712657034397125,0.2540796399116516,0.10155387222766876,0.2137472927570343,-0.7650996446609497,-0.6048075556755066,0.05597992241382599,-0.1500115990638733,0.2499106079339981,0.10001176595687866,6.739878881489858e-05,1.0000699758529663,7.411216938635334e-05,-7.610314787598327e-05,-0.09269070625305176,0.3760990500450134,0.25130495429039,-0.08674514293670654,1.2859153747558594,-0.4582759737968445,-0.2603321671485901
22,-0.1534907966852188,0.24663910269737244,0.08763423562049866,0.20517005026340485,-0.7718528509140015,-0.5989885330200195,0.05695940554141998,-0.14990991353988647,0.24998919665813446,0.10000946372747421,-6.244708492886275e-05,1.0000884532928467,3.1620053050573915e-05,4.230046033626422e-05,-0.1064925491809845,0.3704019784927368,-0.05977669730782509,-0.10761380195617676,1.2657945156097412,-0.45670634508132935,-0.2213781476020813
23,-0.14086060225963593,0.25838205218315125,0.09579107165336609,0.18951661884784698,-0.7846899032592773,-0.5890973210334778,0.03659846633672714,-0.1499129980802536,0.24997670948505402,0.09995435178279877,6.410053902072832e-05,0.9999735355377197,4.7920744691509753e-05,-7.868833199609071e-05,-0.0010016858577728271,0.5954736471176147,0.30694398283958435,-0.039185941219329834,1.289994478225708,-0.445281982421875,-0.1774308979511261
24,-0.1534571796655655,0.2512252926826477,0.10005038231611252,0.1921968162059784,-0.7917010188102722,-0.577625036239624,0.04995746165513992,-0.150064155459404,0.24994023144245148,0.10009513050317764,-1.5312849427573383e-05,1.0000243186950684,-2.353212039452046e-05,1.5413606888614595e-06,-0.15682220458984375,0.23014786839485168,0.07297417521476746,-0.13516420125961304,1.226464033126831,-0.4819440245628357,-0.2710566222667694
25,-0.14996220171451569,0.24466580152511597,0.08225543797016144,0.16965588927268982,-0.8066527247428894,-0.5641217827796936,0.047703325748443604,-0.14993928372859955,0.2500629425048828,0.1000310555100441,-9.442017471883446e-06,0.9999922513961792,-6.534793647006154e-05,5.036264337832108e-05,-0.040344804525375366,0.4879138469696045,0.008618917316198349,-0.050145626068115234,1.2587558031082153,-0.42998576164245605,-0.162815660238266
26,-0.1456691324710846,0.24512317776679993,0.09125376492738724,0.14268118143081665,-0.8256129622459412,-0.5421760082244873,0.06240477412939072,-0.1500619798898697,0.2500975430011749,0.099904865026474,9.828756446950138e-06,1.0000866651535034,4.078393249073997e-05,6.294238119153306e-05,-0.04651308059692383,0.5221105217933655,0.3958728015422821,-0.053273022174835205,1.2381253242492676,-0.46055901050567627,-0.16962295770645142
27,-0.15012595057487488,0.2547568082809448,0.09826265275478363,0.1551394760608673,-0.8301058411598206,-0.5333419442176819,0.05094198137521744,-0.1500818431377411,0.24997179210186005,0.10000574588775635,-9.917338320519775e-05,1.0000642538070679,-3.070062666665763e-05,-4.850936966249719e-05,-0.15401840209960938,0.3022180497646332,0.0877513587474823,-0.13585835695266724,1.1878025531768799,-0.473227322101593,-0.12125083804130554
28,-0.1486520916223526,0.2578676640987396,0.09407442808151245,0.1576327383518219,-0.8415462374687195,-0.5149255394935608,0.0407954603433609,-0.15007515251636505,0.24998228251934052,0.09990651160478592,1.7244841728825122e-05,0.9999051094055176,5.258185410639271e-05,9.843125735642388e-05,-0.08375173807144165,0.3622819185256958,0.06141277775168419,-0.07035642862319946,1.1868817806243896,-0.4472029209136963,-0.155223548412323
29,-0.15006513893604279,0.2480161190032959,0.09331068396568298,0.13621847331523895,-0.8582427501678467,-0.4917437434196472,0.055034227669239044,-0.14990347623825073,0.25004976987838745,0.10007690638303757,3.217878838768229e-05,0.9999772310256958,8.776345202932134e-05,-6.157844472909346e-05,-0.1036272943019867,0.33426687121391296,0.16046759486198425,-0.043562352657318115,1.168790340423584,-0.4319864511489868,-0.1910230815410614
30,-0.14419138431549072,0.26063257455825806,0.10043948143720627,0.14110799133777618,-0.8668850660324097,-0.47702503204345703,0.03171589598059654,-0.1500355303287506,0.2500349283218384,0.09994790703058243,1.895939203677699e-05,0.9999206066131592,6.26957553322427e-05,-1.642774441279471e-05,-0.1109643280506134,0.3933943212032318,0.1116463840007782,-0.0509224534034729,1.150092601776123,-0.4203614592552185,-0.10568737983703613
31,-0.1526384800672531,0.2555727958679199,0.0959942638874054,0.14182448387145996,-0.8728027939796448,-0.4656484127044678,0.03458833694458008,-0.15009111166000366,0.25000324845314026,0.09997764974832535,9.142779163084924e-06,1.0000810623168945,-7.065790123306215e-05,1.0060641216114163e-05,-0.1543012261390686,0.2559761106967926,0.027483787387609482,-0.05048125982284546,1.108566164970398,-0.41476207971572876,-0.20599043369293213
32,-0.14895494282245636,0.24591483175754547,0.08863727748394012,0.11553489416837692,-0.8899058699607849,-0.4394731819629669,0.04048728942871094,-0.15009771287441254,0.2500886917114258,0.10001898556947708,3.6644232750404626e-05,1.0000574588775635,5.975721433060244e-05,-9.810519259190187e-05,-0.07714204490184784,0.3891485333442688,0.10850986838340759,0.012799860909581184,1.1267309188842773,-0.38402122259140015,-0.14023160934448242
33,-0.14548476040363312,0.2529776096343994,0.10068726539611816,0.09988091886043549,-0.9026015996932983,-0.4170248508453369,0.04005176201462746,-0.14998474717140198,0.25008624792099,0.10000763088464737,8.393913594773039e-05,0.9999644756317139,1.5168414392974228e-05,-2.8934206056874245e-05,-0.11588171124458313,0.4173138439655304,0.2187637984752655,-0.021679935976862907,1.0870410203933716,-0.3926064372062683,-0.10555854439735413
