timestep,tcp_pose_0,tcp_pose_1,tcp_pose_2,tcp_pose_3,tcp_pose_4,tcp_pose_5,tcp_pose_6,pose_command_0,pose_command_1,pose_command_2,pose_command_3,pose_command_4,pose_command_5,pose_command_6,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6
0,-0.17291690409183502,0.35953012108802795,0.5293465852737427,0.0018364033894613385,-0.22284427285194397,0.9251777529716492,0.3072271943092346,-0.1500248908996582,0.25009146332740784,0.10007806122303009,-1.746970519889146e-05,0.9999163150787354,4.2340187064837664e-05,2.7156078431289643e-05,-0.40050891041755676,-0.3486970365047455,-4.554253578186035,-0.012144862674176693,-0.7458625435829163,-0.4381219744682312,1.3325692415237427
1,-0.1839815378189087,0.33590513467788696,0.5281509757041931,0.02656366117298603,-0.27329206466674805,0.9019813537597656,0.3329421877861023,-0.1499769687652588,0.2500952482223511,0.09999425709247589,9.444295574212447e-05,0.9999440908432007,1.0559131624177098e-05,-2.955214586108923e-05,-0.7566159963607788,1.0904617309570312,-4.85199499130249,0.20419742166996002,-1.0782831907272339,-0.19943323731422424,0.7557851672172546
2,-0.19612561166286469,0.32112735509872437,0.5281481742858887,0.016392352059483528,-0.30670490860939026,0.878399133682251,0.3662795126438141,-0.1499633640050888,0.24997206032276154,0.10002420097589493,4.4992957555223256e-05,0.9999605417251587,5.517004319699481e-05,-7.678951806155965e-05,-0.500994086265564,1.4090133905410767,-4.218794345855713,0.12363956868648529,-1.2722920179367065,-0.17145028710365295,0.6701167225837708
3,-0.1910543143749237,0.31676334142684937,0.5279661417007446,0.02018509805202484,-0.31639668345451355,0.8602343797683716,0.39926257729530334,-0.14993436634540558,0.24997137486934662,0.10001223534345627,-9.162869537249207e-05,1.0000652074813843,8.585952309658751e-05,-8.141065336531028e-05,-0.3530806005001068,1.252699375152588,-4.148569583892822,0.04949156939983368,-1.2797226905822754,-0.2253892719745636,0.7386194467544556
4,-0.19150961935520172,0.30951157212257385,0.5268135666847229,0.02547367848455906,-0.3334515392780304,0.8377927541732788,0.43164852261543274,-0.15008562803268433,0.24998585879802704,0.10001704841852188,-7.294982060557231e-05,1.0000096559524536,-3.335494693601504e-05,5.6193988712038845e-05,-0.41213634610176086,1.240241527557373,-4.222066402435303,0.08399374037981033,-1.259493112564087,-0.22680775821208954,0.7524458765983582
5,-0.20355544984340668,0.2952582836151123,0.5251639485359192,0.026619667187333107,-0.36546769738197327,0.8067228198051453,0.4636141359806061,-0.14992937445640564,0.24996541440486908,0.10004176199436188,1.2435259122867137e-05,1.0000587701797485,4.10695283790119e-05,-2.6342706405557692e-05,-0.42415377497673035,1.3444795608520508,-4.213406562805176,0.0874805748462677,-1.2742063999176025,-0.2153249979019165,0.7051624059677124
6,-0.20213982462882996,0.290259450674057,0.5230558514595032,0.042864199727773666,-0.3786694407463074,0.7814800143241882,0.4941820800304413,-0.15004494786262512,0.24990130960941315,0.10007085651159286,-5.039060124545358e-05,0.9999209642410278,4.9723217671271414e-05,1.768547372194007e-05,-0.31613507866859436,1.4513709545135498,-4.149448394775391,0.06419910490512848,-1.2983510494232178,-0.21945305168628693,0.6633766293525696
7,-0.20392300188541412,0.2837091386318207,0.5195169448852539,0.06101931259036064,-0.3957236707210541,0.7528896927833557,0.5222904682159424,-0.15001489222049713,0.24999408423900604,0.09990809857845306,2.9828814149368554e-05,1.0000065565109253,-3.999034743173979e-05,-1.3993034372106194e-05,-0.32558757066726685,1.4543675184249878,-4.054289817810059,0.08213205635547638,-1.291121482849121,-0.22443711757659912,0.6558043360710144
8,-0.22022250294685364,0.266865611076355,0.5146983861923218,0.0690072700381279,-0.43121421337127686,0.7120707631111145,0.5499868988990784,-0.15003836154937744,0.24991317093372345,0.10000261664390564,8.005204290384427e-05,0.9999808073043823,-7.254241791088134e-05,-1.673906808719039e-07,-0.3138480484485626,1.5010591745376587,-4.02597188949585,0.0748538225889206,-1.2819104194641113,-0.22939956188201904,0.6316986680030823
9,-0.22075863182544708,0.26292189955711365,0.5093098878860474,0.09723877906799316,-0.4448365867137909,0.6809141635894775,0.5736203789710999,-0.14991223812103271,0.24997128546237946,0.10002891719341278,-7.050677231745794e-05,1.0000433921813965,7.454409933416173e-05,-4.345978959463537e-05,-0.1754944771528244,1.621849536895752,-3.96150803565979,0.044870465993881226,-1.2891712188720703,-0.23580092191696167,0.5819775462150574
10,-0.22177019715309143,0.2599290609359741,0.5023289918899536,0.12945958971977234,-0.4585954248905182,0.6486689448356628,0.5934035181999207,-0.14994199573993683,0.2500738501548767,0.10005950182676315,-5.669276288244873e-05,0.9999022483825684,3.5078781365882605e-05,-1.2536984286271036e-05,-0.17051145434379578,1.6140539646148682,-3.816267967224121,0.060958608984947205,-1.2669126987457275,-0.24487724900245667,0.5710085034370422
11,-0.2233632653951645,0.2574082612991333,0.49380144476890564,0.1646479219198227,-0.47287717461586,0.6150692105293274,0.6090405583381653,-0.1500319242477417,0.250095397233963,0.10001765936613083,-5.766422691522166e-05,1.000057339668274,9.992236300604418e-05,-7.548039866378531e-05,-0.16473034024238586,1.6229438781738281,-3.7512331008911133,0.05017726123332977,-1.2377545833587646,-0.2548467516899109,0.5531647205352783
12,-0.22577649354934692,0.2557201087474823,0.4833526313304901,0.20242935419082642,-0.48793676495552063,0.5799667835235596,0.6201523542404175,-0.15004244446754456,0.2499099224805832,0.09999863803386688,5.3681134886574e-05,0.999946117401123,-7.677469693589956e-05,7.422689668601379e-05,-0.15258300304412842,1.6420620679855347,-3.6471612453460693,0.049692705273628235,-1.2156169414520264,-0.2592497766017914,0.5274251103401184
13,-0.2286001741886139,0.25484031438827515,0.4712318778038025,0.24194450676441193,-0.5033872723579407,0.5435739755630493,0.6266252398490906,-0.15007492899894714,0.2500030994415283,0.09998375177383423,-3.0186718504410237e-05,1.0000828504562378,-6.495648267446086e-05,-8.867661381373182e-05,-0.13183847069740295,1.6393303871154785,-3.5158376693725586,0.04001881182193756,-1.1831610202789307,-0.2686758041381836,0.5028983950614929
14,-0.23174600303173065,0.2552157938480377,0.45706871151924133,0.28295353055000305,-0.5194246172904968,0.5060936212539673,0.6278228759765625,-0.1499563604593277,0.2500433921813965,0.0999499261379242,-3.814963565673679e-05,0.9999328851699829,-8.0714380601421e-05,-3.2872507290448993e-05,-0.1053575947880745,1.6210936307907104,-3.3741931915283203,0.02686379849910736,-1.14268159866333,-0.2798152565956116,0.47783467173576355
15,-0.23478566110134125,0.2567371129989624,0.44077208638191223,0.3244703710079193,-0.5358641743659973,0.46756187081336975,0.6237252354621887,-0.14996792376041412,0.24996425211429596,0.1000412106513977,-8.940342377172783e-05,0.9999123811721802,-6.211429717950523e-05,5.6263750593643636e-05,-0.07187573611736298,1.58443021774292,-3.2119805812835693,0.010343448258936405,-1.095768928527832,-0.29163816571235657,0.45098838210105896
16,-0.2375926673412323,0.2597537636756897,0.42249682545661926,0.36591795086860657,-0.552635669708252,0.42836856842041016,0.6142008900642395,-0.14994141459465027,0.2500830888748169,0.10006050020456314,-5.696863809134811e-06,1.0000020265579224,9.548082744004205e-05,1.5831981727387756e-05,-0.03666272759437561,1.525563359260559,-3.0258615016937256,-0.00900947954505682,-1.0404561758041382,-0.3039892315864563,0.4229643642902374
17,-0.23970629274845123,0.2639698088169098,0.4021870493888855,-0.40680256485939026,0.5695022344589233,-0.3884568512439728,-0.5993024706840515,-0.149973064661026,0.25009602308273315,0.0999014675617218,-4.558031287160702e-05,1.0000051259994507,-2.4049630155786872e-05,8.804453682387248e-05,0.002667456865310669,1.4446463584899902,-2.8214895725250244,-0.03322133421897888,-0.977875828742981,-0.3161848187446594,0.39493808150291443
18,-0.22814057767391205,0.27191630005836487,0.37631380558013916,0.4056454598903656,-0.5782073736190796,0.39153292775154114,0.5896318554878235,-0.150084987282753,0.2500946521759033,0.09990577399730682,2.3304535716306418e-05,1.000065803527832,-9.555920405546203e-05,5.516740930033848e-05,0.7038110494613647,0.6588842272758484,-2.8867557048797607,0.11096745729446411,-1.4495248794555664,-0.1998998075723648,0.5265213251113892
19,-0.2387702316045761,0.26509854197502136,0.3918743133544922,-0.4245842397212982,0.571800708770752,-0.3688170909881592,-0.5972221493721008,-0.1499154418706894,0.25001710653305054,0.10006069391965866,5.6608500017318875e-05,0.9999713897705078,9.903249883791432e-05,3.147265670122579e-05,-0.07782664895057678,1.2620248794555664,-2.5542349815368652,0.018805690109729767,-0.6899964213371277,-0.38115042448043823,0.4986964762210846
20,-0.22991152107715607,0.27000415325164795,0.3884364664554596,0.4172424077987671,-0.5793079137802124,0.37794139981269836,0.5895243883132935,-0.15009856224060059,0.25001978874206543,0.09991101920604706,6.823345756856725e-05,1.0000056028366089,8.101984712993726e-05,2.2196451027411968e-05,0.7113112211227417,0.6660685539245605,-2.975541830062866,0.09065057337284088,-1.4645092487335205,-0.1828416883945465,0.4933684766292572
21,-0.23507006466388702,0.2697336971759796,0.3931420147418976,-0.421023428440094,0.5713499188423157,-0.37282976508140564,-0.597642719745636,-0.15002478659152985,0.24992521107196808,0.10008127987384796,1.6698446415830404e-05,1.000078558921814,-7.345974154304713e-05,-4.3399501009844244e-05,-0.0624944269657135,1.322540044784546,-2.677262544631958,0.027749091386795044,-0.7027037143707275,-0.386338472366333,0.5171269774436951
22,-0.22653409838676453,0.2746177017688751,0.38953420519828796,0.41449257731437683,-0.5791381001472473,0.3813708424568176,0.589461088180542,-0.14996157586574554,0.25000959634780884,0.10008398443460464,-9.753288759384304e-05,0.9999045133590698,-9.202316141454503e-05,-3.507379733491689e-05,0.6699492931365967,0.6407880783081055,-2.9274652004241943,0.11182282865047455,-1.4682178497314453,-0.17122384905815125,0.4913136661052704
23,-0.23124904930591583,0.27402520179748535,0.3949832618236542,0.41840705275535583,-0.5708531141281128,0.37642207741737366,0.5977332592010498,-0.14999663829803467,0.2500660717487335,0.0999593436717987,-9.945023339241743e-05,0.9999746084213257,-7.596041541546583e-06,-2.679554745554924e-05,-0.08140680193901062,1.2846732139587402,-2.696359634399414,0.024373654276132584,-0.6968015432357788,-0.3842393159866333,0.5271072387695312
