time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/learning_rate,train/entropy_loss,train/explained_variance,train/loss,train/std,train/clip_fraction,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/clip_range,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean
11661,13107200,25,1123,0.0001,-10.763646751642227,0.5485712885856628,-0.10971321165561676,1.1367651224136353,0.015639066696166992,0.0032799349,192,-0.0017048134884589672,0.2,0.0008250469252288894,-3.1765625429153443,360.0
11665,13631488,26,1168,0.0001,-10.79906065762043,0.471505343914032,-0.11019226163625717,1.1450226306915283,0.013351917266845703,0.0030202672,200,-0.0013365365571189614,0.2,0.0010436378274789604,-3.1765625429153443,360.0
11671,14155776,27,1212,0.0001,-10.834069538861513,0.5081097781658173,-0.1101352646946907,1.152078628540039,0.013727188110351562,0.0030602622,208,-0.0015108267978121148,0.2,0.0009536119755466643,-3.1765625429153443,360.0
11676,14680064,28,1257,0.0001,-10.864129785448313,0.3808526396751404,-0.11120050400495529,1.158393144607544,0.014961004257202148,0.0031439187,216,-0.0014888649059230374,0.2,0.0010808158062900475,-3.1765625429153443,360.0
11716,15204352,29,1297,0.0001,-10.890793934464455,0.417450487613678,-0.11041957139968872,1.1638835668563843,0.009858846664428711,0.0027166617,224,-0.0010386643948550045,0.2,0.0010700026800805063,-2.9776064729690552,360.0
11739,15728640,30,1339,0.0001,-10.918895810842514,0.4893226623535156,-0.1114194244146347,1.1714826822280884,0.01842045783996582,0.0035646402,232,-0.001636946846247156,0.2,0.0009283942988531635,-2.9776064729690552,360.0
11761,16252928,31,1381,0.0001,-10.955381646752357,0.5507868528366089,-0.11095495522022247,1.1794668436050415,0.017810583114624023,0.0035033196,240,-0.0018051193394512666,0.2,0.0011029219199372164,-2.9776064729690552,360.0
11780,16777216,32,1424,0.0001,-10.98123063147068,0.5981923341751099,-0.11177001893520355,1.1860092878341675,0.013617277145385742,0.0032008006,248,-0.0016398620959989785,0.2,0.0009761887661170476,-2.9776064729690552,360.0
11794,17301504,33,1466,0.0001,-11.004569925367832,0.4382980465888977,-0.11053634434938431,1.1931880712509155,0.012378215789794922,0.0029684007,256,-0.0012518999371877726,0.2,0.001112707009724545,-2.9776064729690552,360.0
11810,17825792,34,1509,0.0001,-11.029980771243572,0.4993472099304199,-0.11275141686201096,1.1999660730361938,0.01280665397644043,0.0030911455,264,-0.0013624605262521072,0.2,0.0010740869074652437,-2.870450031757355,360.0
11858,18350080,35,1547,0.0001,-11.045979656279087,0.40156060457229614,-0.1117372214794159,1.2041367292404175,0.011109590530395508,0.0026804768,272,-0.001136303536441119,0.2,0.0010959369615193282,-2.870450031757355,360.0
11891,18874368,36,1587,0.0001,-11.063692156225443,0.5888827741146088,-0.11347348988056183,1.2105438709259033,0.020282506942749023,0.003622019,280,-0.0018602671914322855,0.2,0.0008623901862847561,-2.870450031757355,360.0
11922,19398656,37,1626,0.0001,-11.092635050415993,0.5635117888450623,-0.11248105764389038,1.219519853591919,0.01598668098449707,0.0033638384,288,-0.0016796159923160303,0.2,0.0011064553204960248,-2.870450031757355,360.0
11952,19922944,38,1666,0.0001,-11.119579929858446,0.6010186970233917,-0.11340826749801636,1.2276349067687988,0.011638402938842773,0.002885506,296,-0.001323162240964848,0.2,0.0010488507809895964,-2.870450031757355,360.0
11975,20447232,39,1707,0.0001,-11.138040363788605,0.5064807832241058,-0.11328274011611938,1.2342067956924438,0.011517524719238281,0.002896204,304,-0.0012998950512610463,0.2,0.0011927434929930314,-2.870450031757355,360.0
12013,20971520,40,1745,0.0001,-11.149995777755976,0.5683499574661255,-0.1133962944149971,1.240351676940918,0.013206720352172852,0.0030785007,312,-0.001462588068761761,0.2,0.0011451098098405055,-2.730415004491806,360.0
12060,21495808,41,1782,0.0001,-11.15800816193223,0.5176514387130737,-0.11370062083005905,1.2451499700546265,0.011382818222045898,0.0029316996,320,-0.0011021216050721705,0.2,0.0011938241400457628,-2.730415004491806,360.0
12103,22020096,42,1819,0.0001,-11.179483383893967,0.6882880330085754,-0.1140589714050293,1.254630446434021,0.0169222354888916,0.0034892615,328,-0.001729457125748013,0.2,0.000990410840131517,-2.730415004491806,360.0
12144,22544384,43,1856,0.0001,-11.208541423082352,0.5827229917049408,-0.11382775008678436,1.264451503753662,0.013509035110473633,0.0029382836,336,-0.0012767583830282092,0.2,0.0014559212468157057,-2.730415004491806,360.0
12183,23068672,44,1893,0.0001,-11.232488039880991,0.6672134101390839,-0.11404354125261307,1.2723650932312012,0.01336526870727539,0.0029083905,344,-0.0013052263941517595,0.2,0.001154351212335314,-2.730415004491806,360.0
12207,23592960,45,1932,0.0001,-11.257459424436092,0.5887070894241333,-0.11403876543045044,1.2824857234954834,0.01059579849243164,0.0028050216,352,-0.001057776998322879,0.2,0.001537596227535687,-2.575965794324875,360.0
12266,24117248,46,1966,0.0001,-11.285017888993025,0.5190925896167755,-0.11422636359930038,1.2919723987579346,0.010408639907836914,0.0028332411,360,-0.0009554972461955913,0.2,0.0016221387181758473,-2.575965794324875,360.0
12314,24641536,47,2001,0.0001,-11.303442519158125,0.6669037342071533,-0.11481800675392151,1.2976891994476318,0.013141632080078125,0.0030403722,368,-0.0011632041155280604,0.2,0.0011355766469023365,-2.575965794324875,360.0
