time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/value_loss,train/loss,train/clip_range,train/clip_fraction,train/std,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
112721920,215,7684,14667,0.0006517901942970639,-0.017478937283158302,0.2,0.05098438262939453,0.32678675651550293,1712,0.0001,0.00038255292724898027,0.005309185,0.5491403043270111,-1.6966490256600082,0.5514042063057423,360.0
113246208,216,7716,14675,2.2881765296745016e-05,-0.020370926707983017,0.2,0.05815863609313965,0.3211137056350708,1720,0.0001,-0.0031520148354502453,0.006022592,0.7297904193401337,-1.6330234548076987,0.5514042063057423,360.0
113770496,217,7747,14684,0.001073639957667183,-0.016521090641617775,0.2,0.04708456993103027,0.3216501474380493,1728,0.0001,0.0003770618855014618,0.0048340135,0.4402848482131958,-1.6010183170437813,0.5514042063057423,360.0
114294784,218,7778,14692,3.493787576758223e-05,-0.015931984409689903,0.2,0.05600428581237793,0.31925269961357117,1736,0.0001,-0.0011534528096035501,0.0057396633,0.856923371553421,-1.5753161013126373,0.5514042063057423,360.0
114819072,219,7809,14701,0.0011015756099368446,-0.016006965190172195,0.2,0.048746347427368164,0.3202158510684967,1744,0.0001,0.00046275121246708295,0.005224941,0.49890565872192383,-1.5690893363207579,0.5514042063057423,360.0
115343360,220,7842,14706,4.564156843400724e-05,-0.018060682341456413,0.2,0.053761959075927734,0.3180433511734009,1752,0.0001,-0.0005977211426397844,0.005236607,0.9013031497597694,-1.547850202769041,0.5838307278603315,360.0
115867648,221,7873,14716,0.0005669334827871353,-0.01476476714015007,0.2,0.052636146545410156,0.31883499026298523,1760,0.0001,0.0002952785375782696,0.0052874787,0.4663929343223572,-1.5397851471789181,0.5838307278603315,360.0
116391936,222,7904,14724,3.1927442009305196e-05,-0.01973586343228817,0.2,0.05787253379821777,0.3146844506263733,1768,0.0001,-0.002340573416176994,0.005796742,0.5828841030597687,-1.4938418879173696,0.5838307278603315,360.0
116916224,223,7935,14732,0.0010552010835453984,-0.014604493975639343,0.2,0.051614999771118164,0.31595849990844727,1776,0.0001,0.0004409049076912197,0.005489077,0.483451783657074,-1.4805891634896398,0.5838307278603315,360.0
117440512,224,7967,14739,3.4870616737237015e-05,-0.015506904572248459,0.2,0.05319809913635254,0.31302791833877563,1784,0.0001,-0.0010968809790483647,0.005351822,0.8732656538486481,-1.4529136260971427,0.5838307278603315,360.0
117964800,225,8000,14744,0.0009495093752320827,-0.014626111835241318,0.2,0.05545663833618164,0.314614474773407,1792,0.0001,0.00040083278554448043,0.005447266,0.6123888492584229,-1.4487065859138966,0.5897804137691856,360.0
118489088,226,8031,14752,0.0007250056175962527,-0.01539826299995184,0.2,0.04477334022521973,0.31499966979026794,1800,0.0001,0.0005244445153493871,0.004774022,0.4563993811607361,-1.4645027071237564,0.5897804137691856,360.0
119013376,227,8063,14759,3.1512662850730067e-05,-0.013925228267908096,0.2,0.05538344383239746,0.3131103217601776,1808,0.0001,-0.0013742975852437667,0.0056657204,0.9074584096670151,-1.4442000361159444,0.5897804137691856,360.0
119537664,228,8094,14768,0.0011577607383514987,-0.014692628756165504,0.2,0.05075836181640625,0.3142879009246826,1816,0.0001,0.0006097830055296072,0.004753203,0.37665414810180664,-1.4431556314229965,0.5897804137691856,360.0
120061952,229,8125,14775,4.9146107400588335e-05,-0.014516659080982208,0.2,0.04815983772277832,0.31232714653015137,1824,0.0001,-0.0003200110950274393,0.0051791677,0.9063771665096283,-1.4281738745048642,0.5897804137691856,360.0
120586240,230,8156,14784,0.0010932767063422943,-0.013903840444982052,0.2,0.0465242862701416,0.3134039342403412,1832,0.0001,0.0005509834527401836,0.0050477595,0.4920061230659485,-1.427295337896794,0.5897804137691856,360.0
121110528,231,8189,14788,4.1004502463692916e-05,-0.015072613023221493,0.2,0.044996023178100586,0.3117067515850067,1840,0.0001,-0.000252861779927116,0.0048641544,0.9180498793721199,-1.4133490272797644,0.5605638391152025,360.0
121634816,232,8220,14796,0.0005682349578819412,-0.012421987019479275,0.2,0.05244803428649902,0.31273263692855835,1848,0.0001,0.0003161284640782469,0.0048959972,0.5333094596862793,-1.4112654076889157,0.5605638391152025,360.0
122159104,233,8252,14803,2.7087430972017046e-05,-0.01656046137213707,0.2,0.0587465763092041,0.30821239948272705,1856,0.0001,-0.0023555761977149814,0.0061819246,0.5967938303947449,-1.3596330429427326,0.5605638391152025,360.0
122683392,234,8282,14811,0.0010165915414290794,-0.013998383656144142,0.2,0.05031013488769531,0.30930957198143005,1864,0.0001,0.00041808168884927,0.0050601624,0.44426894187927246,-1.3426432884298265,0.5605638391152025,360.0
123207680,235,8314,14818,3.484567575640085e-05,-0.01229499839246273,0.2,0.05096030235290527,0.30656328797340393,1872,0.0001,-0.0007337121760429,0.005668953,0.8516181409358978,-1.3158877394162118,0.5605638391152025,360.0
123731968,236,8345,14826,0.0010965614387714595,-0.010683869943022728,0.2,0.054061174392700195,0.3075034022331238,1880,0.0001,0.0006016186705437576,0.005241689,0.5048887133598328,-1.3073715795762837,0.5605638391152025,360.0
124256256,237,8378,14829,3.9759196546640396e-05,-0.01411468256264925,0.2,0.05742979049682617,0.3056979775428772,1888,0.0001,-0.000514802657448854,0.005326782,0.906509704887867,-1.2911865036003292,0.6035878476500511,360.0
124780544,238,8409,14837,0.0005477741335653263,-0.01279482152312994,0.2,0.05837202072143555,0.30663275718688965,1896,0.0001,0.000439086466712979,0.005034349,0.4372559189796448,-1.288082289043814,0.6035878476500511,360.0
125304832,239,8441,14844,3.064931558327544e-05,-0.013367600739002228,0.2,0.05190110206604004,0.3024442791938782,1904,0.0001,-0.0014200154755599215,0.0055688294,0.6720526218414307,-1.2423585266806185,0.6035878476500511,360.0
125829120,240,8472,14851,0.0008496331297465076,-0.010834666900336742,0.2,0.06823325157165527,0.3036491870880127,1912,0.0001,0.0005789644533251703,0.0054697795,0.5586899220943451,-1.2260094885714352,0.6035878476500511,360.0
126353408,241,8503,14858,2.770007695573895e-05,-0.014994554221630096,0.2,0.05590033531188965,0.30078989267349243,1920,0.0001,-0.0009259700141228677,0.00550266,0.8830586224794388,-1.1979509480297565,0.6035878476500511,360.0
126877696,242,8536,14862,0.0002793997275603033,-0.012624772265553474,0.2,0.06583666801452637,0.30139821767807007,1928,0.0001,0.0002345566447274905,0.0064184736,0.8491179943084717,-1.182703947648406,0.6355767700821161,360.0
127401984,243,8568,14868,0.0006807769912029471,-0.011963028460741043,0.2,0.052298545837402344,0.30205389857292175,1936,0.0001,0.0006206581026617641,0.0049523963,0.5297636389732361,-1.1962320506572723,0.6355767700821161,360.0
127926272,244,8599,14875,1.904908593530763e-05,-0.012896916829049587,0.2,0.05333209037780762,0.29805707931518555,1944,0.0001,-0.0017837911559581698,0.005529968,0.82878777384758,-1.1510057630948722,0.6355767700821161,360.0
128450560,245,8631,14882,0.0011264258969276852,-0.011593833565711975,0.2,0.05434155464172363,0.29938822984695435,1952,0.0001,0.0007801392328019574,0.0053669917,0.4147734045982361,-1.136593404226005,0.6355767700821161,360.0
128974848,246,8662,14889,3.367508624307902e-05,-0.011254563927650452,0.2,0.048456668853759766,0.29758140444755554,1960,0.0001,-3.64458645663035e-05,0.0048885224,0.8790862113237381,-1.1248487029224634,0.6355767700821161,360.0
129499136,247,8693,14896,0.0011117648919025669,-0.011969913728535175,0.2,0.051241159439086914,0.2985842823982239,1968,0.0001,0.000507731915149634,0.0051003797,0.4988454580307007,-1.1202581357210875,0.6355767700821161,360.0
130023424,248,8726,14899,3.8005885301117814e-05,-0.01232287660241127,0.2,0.04842734336853027,0.2978338599205017,1976,0.0001,0.00010196619314228883,0.005636586,0.9164291694760323,-1.1185753485187888,0.6225973859429359,360.0
130547712,249,8757,14907,0.0005706756901417975,-0.011324530467391014,0.2,0.053299665451049805,0.29892662167549133,1984,0.0001,0.0006075500847373405,0.005161417,0.5028894245624542,-1.1246365155093372,0.6225973859429359,360.0
131072000,250,8788,14913,2.6036906909610025e-05,-0.012666466645896435,0.2,0.04858040809631348,0.29471951723098755,1992,0.0001,-0.001276512900403759,0.0050641266,0.5922784209251404,-1.075935844797641,0.6225973859429359,360.0
131596288,251,8819,14921,0.0010627012866279983,-0.009783746674656868,0.2,0.052674055099487305,0.29587727785110474,2000,0.0001,0.0006241128987767297,0.005255053,0.45761698484420776,-1.0607729046605527,0.6225973859429359,360.0
132120576,252,8850,14927,3.1985920394106415e-05,-0.011813917197287083,0.2,0.05337262153625488,0.29370975494384766,2008,0.0001,-0.0005089791935688481,0.005040295,0.8729486018419266,-1.0415370892733335,0.6225973859429359,360.0
132644864,253,8881,14935,0.0010273902341850771,-0.010493174195289612,0.2,0.06169414520263672,0.29510053992271423,2016,0.0001,0.0007320462541429151,0.005801007,0.5498364865779877,-1.0428645992651582,0.6225973859429359,360.0
133169152,254,8914,14938,3.73858600610788e-05,-0.011473833583295345,0.2,0.05459785461425781,0.2932426333427429,2024,0.0001,-0.00011290314103007404,0.0051726266,0.9224289730191231,-1.0281254360452294,0.5929088096227497,360.0
133693440,255,8945,14946,0.0004263269889861476,-0.00985176395624876,0.2,0.0652167797088623,0.29426276683807373,2032,0.0001,0.000387245843967321,0.0063138213,0.4687492847442627,-1.030094251036644,0.5929088096227497,360.0
134217728,256,8976,14952,0.0008861583396537753,-0.010702962055802345,0.2,0.04888176918029785,0.2954835295677185,2040,0.0001,0.0007584426818993961,0.004587183,0.07221800088882446,-1.050914898980409,0.5929088096227497,360.0
134742016,257,9006,14960,8.581890463688069e-05,-0.009791896678507328,0.2,0.05556988716125488,0.2950883209705353,2048,0.0001,-0.0005792342078621004,0.00524794,0.9241219088435173,-1.0539250317960978,0.5929088096227497,360.0
