time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/learning_rate,train/value_loss,train/entropy_loss,train/approx_kl,train/std,train/loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
67108864,3550,18901,128,0.0001,6.54061088312119e-05,-4.731643874198198,0.005478754,0.5358690619468689,-0.05209910124540329,0.0408940315246582,-0.0029996554119406937,0.8826287388801575,0.2,1016,360.0,0.22993870673992206
67633152,3573,18924,129,0.0001,0.0011425288062127947,-4.6852187514305115,0.0036737483,0.534964919090271,-0.046768996864557266,0.025890588760375977,-0.0002160850899599609,0.5454108119010925,0.2,1024,360.0,0.22993870673992206
68157440,3598,18942,130,0.0001,7.233411155027625e-05,-4.624629495665431,0.0051454725,0.52702796459198,-0.04984935000538826,0.036195993423461914,-0.0023249713981385867,0.8749196231365204,0.2,1032,360.0,0.24855667244759388
68681728,3621,18965,131,0.0001,0.0008380140857298102,-4.586316930130124,0.0037197936,0.526609480381012,-0.045565780252218246,0.02587580680847168,-0.00020743939626299834,0.414421021938324,0.2,1040,360.0,0.24855667244759388
69206016,3644,18988,132,0.0001,5.0110825327465136e-05,-4.504571322351694,0.005367158,0.5159347057342529,-0.0495821088552475,0.03751230239868164,-0.0032441517528241093,0.7803084552288055,0.2,1048,360.0,0.24855667244759388
69730304,3667,19011,133,0.0001,0.001184087395813549,-4.4598737098276615,0.0035083625,0.5159731507301331,-0.04501016065478325,0.027060747146606445,-0.00019429917165325605,0.5372611880302429,0.2,1056,360.0,0.24855667244759388
70254592,3690,19034,134,0.0001,5.975096986787776e-05,-4.394815213978291,0.0053684367,0.5072582960128784,-0.04617515951395035,0.03424215316772461,-0.00240316901499682,0.8781075105071068,0.2,1064,360.0,0.24855667244759388
70778880,3715,19047,135,0.0001,0.001127888999235438,-4.35515970736742,0.0038304045,0.5071263313293457,-0.0439235083758831,0.02879500389099121,-0.00024455264542666555,0.6057305037975311,0.2,1072,360.0,0.3356751058564987
71303168,3739,19069,136,0.0001,0.0010295291001511941,-4.357192516326904,0.00382508,0.5074934363365173,-0.04460810497403145,0.024672508239746094,-2.5964716428461543e-05,0.3534424304962158,0.2,1080,360.0,0.3356751058564987
71827456,3762,19089,137,0.0001,4.8574567543369085e-05,-4.292494278401136,0.005287512,0.4985179305076599,-0.047635648399591446,0.04069066047668457,-0.003210613865576306,0.9081063643097878,0.2,1088,360.0,0.3356751058564987
72351744,3785,19110,138,0.0001,0.0012603397249222326,-4.248899042606354,0.0036368119,0.49828892946243286,-0.04333819821476936,0.027416229248046875,-0.0002066586198452569,0.4255162477493286,0.2,1096,360.0,0.3356751058564987
72876032,3809,19132,139,0.0001,7.794755242684914e-05,-4.191174030303955,0.004749937,0.4907979369163513,-0.045191552489995956,0.033796072006225586,-0.0020924820307755,0.9236373603343964,0.2,1104,360.0,0.3356751058564987
73400320,3832,19153,140,0.0001,0.0011555278906598687,-4.1586217023432255,0.0038925684,0.49140533804893494,-0.04190690815448761,0.030524253845214844,8.3534334748947e-05,0.5203134119510651,0.2,1112,360.0,0.3356751058564987
73924608,3856,19167,141,0.0001,7.012080300228263e-05,-4.110469361767173,0.0048400755,0.4847676753997803,-0.04463745653629303,0.032095909118652344,-0.0012357258940483007,0.9044031128287315,0.2,1120,360.0,0.3614925284311175
74448896,3880,19187,142,0.0001,0.0007872444382428512,-4.072753990069032,0.0039980444,0.48408302664756775,-0.04038692265748978,0.032970428466796875,-0.00016934912332544627,0.4455394744873047,0.2,1128,360.0,0.3614925284311175
74973184,3903,19207,143,0.0001,3.8894775784115154e-05,-3.9885144773870707,0.0057111355,0.47425150871276855,-0.043338943272829056,0.04424333572387695,-0.0035158746932211216,0.7808706015348434,0.2,1136,360.0,0.3614925284311175
75497472,3926,19227,144,0.0001,0.001135131681621715,-3.945935665629804,0.0038608038,0.4745994508266449,-0.038448136299848557,0.029224395751953125,-6.097772029534099e-05,0.4987460970878601,0.2,1144,360.0,0.3614925284311175
76021760,3949,19246,145,0.0001,5.685850659631342e-05,-3.898049865849316,0.004819505,0.4684697091579437,-0.04227760061621666,0.038890838623046875,-0.0019263037788732618,0.8664980977773666,0.2,1152,360.0,0.3614925284311175
76546048,3973,19266,146,0.0001,0.0011275544788986736,-3.8719944693148136,0.0036749179,0.46929892897605896,-0.03991248831152916,0.028335094451904297,3.353244278514467e-05,0.5354790687561035,0.2,1160,360.0,0.3614925284311175
77070336,3997,19279,147,0.0001,6.044018974193932e-05,-3.8397300550714135,0.00446458,0.46492475271224976,-0.040183454751968384,0.03426218032836914,-0.0013256203535547684,0.8847807049751282,0.2,1168,360.0,0.3969407427497208
77594624,4020,19298,148,0.0001,0.000728279929035125,-3.8183840550482273,0.0038905935,0.4651506841182709,-0.039236221462488174,0.03148674964904785,7.775793164910283e-08,0.42480766773223877,0.2,1176,360.0,0.3969407427497208
78118912,4043,19318,149,0.0001,3.919557750009517e-05,-3.746866513043642,0.0056742374,0.4566880166530609,-0.04071639105677605,0.04216647148132324,-0.002887739040033921,0.8062997311353683,0.2,1184,360.0,0.3969407427497208
78643200,4067,19336,150,0.0001,0.0009770915614808473,-3.7127282842993736,0.004425426,0.45727819204330444,-0.03573915362358093,0.03716421127319336,0.00011573290430533234,0.6048985719680786,0.2,1192,360.0,0.3969407427497208
79167488,4090,19354,151,0.0001,4.419199686367392e-05,-3.655766410753131,0.00510877,0.4499243199825287,-0.03773737698793411,0.03615570068359375,-0.0017280087645303865,0.9078264087438583,0.2,1200,360.0,0.3969407427497208
79691776,4114,19366,152,0.0001,0.000361448064495562,-3.6033810768276453,0.004346366,0.4481338858604431,-0.03620562329888344,0.04127097129821777,-0.00040098468639371276,0.848443329334259,0.2,1208,360.0,0.43458855856675654
80216064,4138,19384,153,0.0001,0.0009363608976400428,-3.594426986761391,0.0038003728,0.4482671618461609,-0.03551432862877846,0.029173851013183594,-9.742453130456852e-06,0.4927981495857239,0.2,1216,360.0,0.43458855856675654
80740352,4161,19402,154,0.0001,2.8223131039339933e-05,-3.5125628001987934,0.005740117,0.43865031003952026,-0.039822131395339966,0.0416407585144043,-0.0033020161727108643,0.9042598307132721,0.2,1224,360.0,0.43458855856675654
81264640,4184,19419,155,0.0001,0.001198275582282804,-3.473719042725861,0.0039824825,0.43974053859710693,-0.03425703942775726,0.02965521812438965,0.0001703941684354504,0.4632647633552551,0.2,1232,360.0,0.43458855856675654
81788928,4208,19436,156,0.0001,5.233701533313706e-05,-3.43957822304219,0.0047387434,0.43502259254455566,-0.036958396434783936,0.03775787353515625,-0.0014534045567415887,0.8981055095791817,0.2,1240,360.0,0.43458855856675654
82313216,4231,19452,157,0.0001,0.0011279536574875237,-3.4189329892396927,0.0038110302,0.43573519587516785,-0.03515464812517166,0.032060861587524414,2.748457313828112e-05,0.5320346057415009,0.2,1248,360.0,0.43458855856675654
82837504,4255,19464,158,0.0001,5.739999637910387e-05,-3.395454083569348,0.0041897367,0.4323456287384033,-0.03469216078519821,0.031218290328979492,-0.0006920150328824093,0.8944573774933815,0.2,1256,360.0,0.4812589633092284
83361792,4279,19481,159,0.0001,0.0007836458844394656,-3.3837220948189497,0.0041374867,0.4334476888179779,-0.034137025475502014,0.03295326232910156,3.9339683098660316e-05,0.45880138874053955,0.2,1264,360.0,0.4812589633092284
83886080,4302,19498,160,0.0001,3.759928713265026e-05,-3.3277439987286925,0.0054783295,0.42670345306396484,-0.03591010347008705,0.04121208190917969,-0.002088610167220395,0.8223967105150223,0.2,1272,360.0,0.4812589633092284
84410368,4325,19514,161,0.0001,0.0011207962529624638,-3.3018744187429547,0.003652951,0.4278404414653778,-0.0330243818461895,0.031493425369262695,0.0002671902493602829,0.500234067440033,0.2,1280,360.0,0.4812589633092284
84934656,4348,19531,162,0.0001,4.713725130045532e-05,-3.271256495267153,0.004824764,0.42365241050720215,-0.03443875536322594,0.03535795211791992,-0.0009524263189177873,0.8811803683638573,0.2,1288,360.0,0.4812589633092284
85458944,4371,19547,163,0.0001,0.0012128438747822656,-3.255312168970704,0.0040314947,0.4246845245361328,-0.03364109620451927,0.030994653701782227,0.0002813849841913907,0.5330755412578583,0.2,1296,360.0,0.4812589633092284
85983232,4396,19558,164,0.0001,5.342302553401623e-05,-3.2265354925766587,0.0041685104,0.4207530915737152,-0.03401603922247887,0.033025503158569336,-0.0007889708265338413,0.9048154950141907,0.2,1304,360.0,0.4470592123642564
86507520,4419,19574,165,0.0001,0.0006168244437958492,-3.210168618708849,0.0040323026,0.4215784966945648,-0.03192729502916336,0.037539005279541016,9.599962049833266e-05,0.4979102611541748,0.2,1312,360.0,0.4470592123642564
87031808,4442,19590,166,0.0001,0.0010111051676631178,-3.2234219955280423,0.003767204,0.4224352538585663,-0.03205392137169838,0.03342771530151367,0.0004387892136037408,0.1796349287033081,0.2,1320,360.0,0.4470592123642564
87556096,4465,19605,167,0.0001,0.00011280529099622072,-3.2025588983669877,0.0038777697,0.4196253716945648,-0.03496405482292175,0.03201651573181152,-0.0008502054470227449,0.9319357126951218,0.2,1328,360.0,0.4470592123642564
88080384,4489,19620,168,0.0001,0.001257053127119434,-3.193440379574895,0.0040188087,0.4205962121486664,-0.032313279807567596,0.037277936935424805,0.0002891900951453863,0.45437711477279663,0.2,1336,360.0,0.4470592123642564
88604672,4513,19630,169,0.0001,8.584611080664217e-05,-3.1735370624810457,0.0038381545,0.41787347197532654,-0.03268459811806679,0.03247237205505371,-0.0006648568032687763,0.9228150844573975,0.2,1344,360.0,0.4960790526866913
89128960,4536,19645,170,0.0001,0.0008508043260917475,-3.1601787880063057,0.004440026,0.4181883931159973,-0.03163626417517662,0.03522992134094238,8.799794159131125e-05,0.457705020904541,0.2,1352,360.0,0.4960790526866913
89653248,4560,19660,171,0.0001,2.9935252669588408e-05,-3.0886437371373177,0.005919582,0.41081833839416504,-0.03390657156705856,0.04354548454284668,-0.002510804066560013,0.8280256539583206,0.2,1360,360.0,0.4960790526866913
90177536,4583,19675,172,0.0001,0.0010779345448099775,-3.0546505711972713,0.0037589904,0.4109305143356323,-0.02989649400115013,0.03380179405212402,9.865077595350158e-05,0.4738289713859558,0.2,1368,360.0,0.4960790526866913
90701824,4606,19689,173,0.0001,4.6424412346368626e-05,-3.0214050272479653,0.0045573567,0.40725183486938477,-0.031622081995010376,0.03979229927062988,-0.0014199135421222309,0.8692295998334885,0.2,1376,360.0,0.4960790526866913
91226112,4629,19704,174,0.0001,0.001058245593412721,-3.007795893587172,0.0039820764,0.4082793593406677,-0.03054416924715042,0.03650212287902832,0.0001950449375272001,0.517756998538971,0.2,1384,360.0,0.4960790526866913
91750400,4654,19714,175,0.0001,5.4361507523026376e-05,-2.9922834932804108,0.004115265,0.40620777010917664,-0.030263634398579597,0.03628993034362793,-0.0007439286832777725,0.8881609663367271,0.2,1392,360.0,0.5158005386963487
92274688,4677,19728,176,0.0001,0.0007228414747260103,-2.9915430825203657,0.003989494,0.40746045112609863,-0.030537469312548637,0.03480243682861328,0.00027203894001104345,0.4205242395401001,0.2,1400,360.0,0.5158005386963487
92798976,4700,19742,177,0.0001,3.4198250951078535e-05,-2.9402490938082337,0.004959981,0.4015273451805115,-0.03202246129512787,0.04220008850097656,-0.002094844254770578,0.8043913692235947,0.2,1408,360.0,0.5158005386963487
93323264,4723,19756,178,0.0001,0.0011047849648093688,-2.91742658149451,0.0037669614,0.4024152159690857,-0.028510669246315956,0.03511190414428711,0.00022130688705601642,0.5244687497615814,0.2,1416,360.0,0.5158005386963487
93847552,4746,19770,179,0.0001,4.262185476022751e-05,-2.8841109853237867,0.0048901774,0.39843422174453735,-0.029758397489786148,0.04297280311584473,-0.0013998619022004277,0.8839909881353378,0.2,1424,360.0,0.5158005386963487
94371840,4771,19778,180,0.0001,0.001102434696349519,-2.8706340678036213,0.0043416815,0.3996468484401703,-0.029391661286354065,0.04270148277282715,0.00022249888138503593,0.5863697826862335,0.2,1432,360.0,0.49069349229335785
94896128,4794,19791,181,0.0001,0.0008974131803825003,-2.883916641585529,0.0038653975,0.4002315402030945,-0.02778169885277748,0.037018775939941406,0.00034759778736770386,0.3619205355644226,0.2,1440,360.0,0.49069349229335785
95420416,4817,19805,182,0.0001,3.905062008868754e-05,-2.851247927173972,0.0043271547,0.39610084891319275,-0.03021988272666931,0.03436875343322754,-0.001169052806289983,0.9137635305523872,0.2,1448,360.0,0.49069349229335785
95944704,4840,19819,183,0.0001,0.001154231733380584,-2.836288050748408,0.0042323247,0.39734095335006714,-0.029027171432971954,0.036597490310668945,0.00024344576036128274,0.4030103087425232,0.2,1456,360.0,0.49069349229335785
96468992,4864,19832,184,0.0001,6.015711649354216e-05,-2.8185131642967463,0.0041169217,0.3947579562664032,-0.0299533624202013,0.03475046157836914,-0.0006443418337767071,0.9094656258821487,0.2,1464,360.0,0.49069349229335785
96993280,4887,19846,185,0.0001,0.001039013098761643,-2.808598106727004,0.004239193,0.39542990922927856,-0.026946503669023514,0.03591418266296387,0.0002201156455612363,0.5035623013973236,0.2,1472,360.0,0.49069349229335785
97517568,4911,19854,186,0.0001,6.369450090915052e-05,-2.7863008631393313,0.0039926684,0.3925570845603943,-0.028477078303694725,0.03185224533081055,-0.0003346583184793417,0.9010214805603027,0.2,1480,360.0,0.5341981999576092
98041856,4934,19867,187,0.0001,0.0007689253170610755,-2.776390348561108,0.0045559965,0.39332813024520874,-0.026680143550038338,0.03800010681152344,0.00014691947399114724,0.44400954246520996,0.2,1488,360.0,0.5341981999576092
98566144,4958,19880,188,0.0001,4.1585755845119365e-05,-2.7131197433918715,0.005149726,0.38661354780197144,-0.029324904084205627,0.037305355072021484,-0.0017084445048567432,0.7865375578403473,0.2,1496,360.0,0.5341981999576092
99090432,4981,19891,189,0.0001,0.0010796763012876909,-2.6857049390673637,0.004139777,0.38756483793258667,-0.027149619534611702,0.0411982536315918,0.00044559141383615497,0.47738635540008545,0.2,1504,360.0,0.5341981999576092
99614720,5004,19904,190,0.0001,4.603168021333204e-05,-2.6650893464684486,0.00390025,0.3847462832927704,-0.027625801041722298,0.03413105010986328,-0.000533720966814144,0.8724844604730606,0.2,1512,360.0,0.5341981999576092
100139008,5027,19917,191,0.0001,0.0011744759290195361,-2.6586093958467245,0.003899839,0.38600215315818787,-0.02473379671573639,0.032654523849487305,0.00037794524541823193,0.5253405869007111,0.2,1520,360.0,0.5341981999576092
100663296,5052,19924,192,0.0001,5.4314709700520325e-05,-2.6465494530275464,0.004010801,0.38403722643852234,-0.02836674079298973,0.0313112735748291,-0.00035432426284387475,0.898727111518383,0.2,1528,360.0,0.4896959652006626
101187584,5075,19937,193,0.0001,0.0006617979088332504,-2.638148644939065,0.0041480004,0.3848240375518799,-0.02590942569077015,0.038129329681396484,0.0002891951036190221,0.42322468757629395,0.2,1536,360.0,0.4896959652006626
101711872,5098,19949,194,0.0001,3.3010496274243906e-05,-2.5845649242401123,0.0052452115,0.3792136311531067,-0.02766447700560093,0.03989815711975098,-0.0014819100783824979,0.826323613524437,0.2,1544,360.0,0.4896959652006626
102236160,5121,19961,195,0.0001,0.000902726661252018,-2.5620839707553387,0.004706192,0.3802149295806885,-0.026041164994239807,0.04852700233459473,0.00033592916065572354,0.5991658866405487,0.2,1552,360.0,0.4896959652006626
102760448,5144,19972,196,0.0001,3.581312179790075e-05,-2.528027052991092,0.005043768,0.37631458044052124,-0.02722778357565403,0.03830671310424805,-0.0011408918308006832,0.9138121604919434,0.2,1560,360.0,0.4896959652006626
103284736,5169,19980,197,0.0001,0.00034700451180924574,-2.5040864693000913,0.0050138673,0.3763431906700134,-0.026804616674780846,0.046720266342163086,5.8191063430967915e-05,0.8511246293783188,0.2,1568,360.0,0.5362270483002066
103809024,5192,19991,198,0.0001,0.0008684629974595737,-2.509088600985706,0.0043089613,0.37690696120262146,-0.022951994091272354,0.03753376007080078,0.00013553019016399048,0.5223910808563232,0.2,1576,360.0,0.5362270483002066
104333312,5215,20003,199,0.0001,2.287903559050619e-05,-2.4561894796788692,0.0054405537,0.3713494539260864,-0.028019024059176445,0.041604042053222656,-0.0019498771839607798,0.9048576429486275,0.2,1584,360.0,0.5362270483002066
104857600,5238,20014,200,0.0001,0.0011655481166599202,-2.430832418613136,0.0046776496,0.3719242513179779,-0.02469032257795334,0.04247593879699707,0.0002292556455358863,0.4395236372947693,0.2,1592,360.0,0.5362270483002066
105381888,5262,20026,201,0.0001,4.553743714552638e-05,-2.4143618755042553,0.004502991,0.36994537711143494,-0.023789647966623306,0.03811526298522949,-0.0002647854799988636,0.8943767547607422,0.2,1600,360.0,0.5362270483002066
105906176,5285,20037,202,0.0001,0.0010892197933571879,-2.410011298954487,0.0047334684,0.37090763449668884,-0.024568544700741768,0.04328298568725586,0.00046772999144195637,0.516927570104599,0.2,1608,360.0,0.5362270483002066
106430464,5309,20043,203,0.0001,5.281476690299769e-05,-2.400912880897522,0.0040719053,0.36921852827072144,-0.0240457933396101,0.03566098213195801,-0.00021122067073520157,0.9009533524513245,0.2,1616,360.0,0.54869489595294
106954752,5333,20054,204,0.0001,0.0007330492855999182,-2.397492836229503,0.004822657,0.370366632938385,-0.02307436242699623,0.04505801200866699,0.0002446592443448026,0.4542182683944702,0.2,1624,360.0,0.54869489595294
107479040,5356,20064,205,0.0001,3.2227237376503126e-05,-2.352262602187693,0.0051575787,0.3656710982322693,-0.02610541693866253,0.041463613510131836,-0.0014890621553149685,0.8266603648662567,0.2,1632,360.0,0.54869489595294
108003328,5379,20075,206,0.0001,0.0010758248708953033,-2.335614445619285,0.0041023325,0.366807222366333,-0.021638061851263046,0.0431826114654541,0.0005406418238180777,0.49491679668426514,0.2,1640,360.0,0.54869489595294
108527616,5402,20086,207,0.0001,3.986227345365023e-05,-2.322078527882695,0.0046143197,0.3648272454738617,-0.02315799705684185,0.04085087776184082,-0.00046988306030470994,0.890933632850647,0.2,1648,360.0,0.54869489595294
109051904,5426,20097,208,0.0001,0.001142322487794445,-2.3172619827091694,0.004444335,0.3655184507369995,-0.023831456899642944,0.03908944129943848,0.00033243270877392206,0.5421700775623322,0.2,1656,360.0,0.54869489595294
109576192,5450,20103,209,0.0001,5.850832516784976e-05,-2.3021288691088557,0.004525283,0.36376404762268066,-0.023619966581463814,0.04320693016052246,-0.00034456518528713787,0.9160685911774635,0.2,1664,360.0,0.5393383855931461
110100480,5473,20113,210,0.0001,0.0006043176340426726,-2.2915387954562902,0.0041599968,0.3640899062156677,-0.02253136970102787,0.04006028175354004,0.0003974000285325019,0.481925368309021,0.2,1672,360.0,0.5393383855931461
110624768,5497,20123,211,0.0001,0.0010296491714143485,-2.3077727714553475,0.0040450776,0.3654993772506714,-0.023288996890187263,0.03767061233520508,0.0003643359632405918,0.15927666425704956,0.2,1680,360.0,0.5393383855931461
111149056,5520,20133,212,0.0001,0.00011018599946055474,-2.303047550842166,0.004166756,0.36434537172317505,-0.024181539192795753,0.039652347564697266,-0.000280552499816622,0.9330644011497498,0.2,1688,360.0,0.5393383855931461
111673344,5543,20144,213,0.0001,0.0011849486450046243,-2.308315603993833,0.0040995763,0.3657485246658325,-0.023688171058893204,0.04302644729614258,0.0005422588965302566,0.46875256299972534,0.2,1696,360.0,0.5393383855931461
112197632,5568,20150,214,0.0001,8.61713230051464e-05,-2.30054724868387,0.0044352007,0.36407670378685,-0.022592471912503242,0.03675055503845215,-0.00026357303727309045,0.9211401492357254,0.2,1704,360.0,0.5452278239279985
112721920,5591,20160,215,0.0001,0.0008301974960431835,-2.2968471692875028,0.0043303994,0.3648897111415863,-0.023662075400352478,0.04269862174987793,0.0003989067618022091,0.4795425534248352,0.2,1712,360.0,0.5452278239279985
113246208,5614,20170,216,0.0001,3.5553858445780406e-05,-2.2434071069583297,0.0045957584,0.3592778444290161,-0.02494111843407154,0.037561893463134766,-0.001245606934389798,0.8532258123159409,0.2,1720,360.0,0.5452278239279985
113770496,5637,20180,217,0.0001,0.0010752307616712642,-2.2139392169192433,0.0042648944,0.3598048686981201,-0.02154645323753357,0.03906083106994629,0.00032361772582589765,0.46663832664489746,0.2,1728,360.0,0.5452278239279985
114294784,5660,20190,218,0.0001,4.491462610189956e-05,-2.199723002500832,0.0045556086,0.35837626457214355,-0.022270329296588898,0.036537885665893555,-0.00021526316686504288,0.8829869106411934,0.2,1736,360.0,0.5452278239279985
114819072,5684,20199,219,0.0001,0.0010825362246578152,-2.200739800930023,0.0041915686,0.3595418632030487,-0.022958269342780113,0.040025949478149414,0.000503057929336137,0.5140790045261383,0.2,1744,360.0,0.5452278239279985
115343360,5708,20205,220,0.0001,5.1787502826528e-05,-2.1907010599970818,0.0046997364,0.3581484258174896,-0.020463531836867332,0.03730130195617676,-0.0001984825178169558,0.8954512923955917,0.2,1752,360.0,0.5527270658686757
115867648,5731,20214,221,0.0001,0.0007293390681297751,-2.193808595649898,0.00469273,0.35941433906555176,-0.021158462390303612,0.03845691680908203,0.0004478922176076594,0.41535425186157227,0.2,1760,360.0,0.5527270658686757
116391936,5754,20224,222,0.0001,3.312879172057137e-05,-2.156112843193114,0.00464629,0.3551897704601288,-0.024133723229169846,0.03951883316040039,-0.0009756157683113997,0.8220321238040924,0.2,1768,360.0,0.5527270658686757
116916224,5778,20234,223,0.0001,0.0010500010203031707,-2.145413109101355,0.0044158385,0.356698215007782,-0.02130647376179695,0.04230093955993652,0.00035574337221078167,0.5208030343055725,0.2,1776,360.0,0.5527270658686757
117440512,5801,20243,224,0.0001,4.653771033247267e-05,-2.1264873379841447,0.004891033,0.3541956841945648,-0.021049045026302338,0.03882241249084473,-0.0005234720205180565,0.8982851728796959,0.2,1784,360.0,0.5527270658686757
117964800,5825,20249,225,0.0001,0.0010509439455290703,-2.1269307835027575,0.004553636,0.35597801208496094,-0.021453209221363068,0.041419267654418945,0.00018424383415549528,0.6006890833377838,0.2,1792,360.0,0.579782395362854
118489088,5848,20258,226,0.0001,0.0008928469151214813,-2.146461864002049,0.0043134224,0.35679158568382263,-0.021567529067397118,0.03760671615600586,0.0003774498020447936,0.3880622386932373,0.2,1800,360.0,0.579782395362854
119013376,5872,20267,227,0.0001,3.598619372979783e-05,-2.122873255982995,0.004885546,0.3537938594818115,-0.02075812965631485,0.03691530227661133,-0.00058696160499494,0.922461524605751,0.2,1808,360.0,0.579782395362854
119537664,5895,20276,228,0.0001,0.0011492118860587652,-2.1150387497618794,0.0047462997,0.3553338050842285,-0.021490029990673065,0.04193711280822754,0.0004643107558877091,0.3879297375679016,0.2,1816,360.0,0.579782395362854
120061952,5918,20286,229,0.0001,6.135589589462143e-05,-2.1084983069449663,0.004474488,0.3537607789039612,-0.020751558244228363,0.034520626068115234,-0.0001685956597157201,0.9041644185781479,0.2,1824,360.0,0.579782395362854
120586240,5941,20295,230,0.0001,0.0010614212740165385,-2.1122917709872127,0.004495884,0.35515090823173523,-0.020263435319066048,0.04560971260070801,0.0006714701441978832,0.5096756815910339,0.2,1832,360.0,0.579782395362854
121110528,5966,20299,231,0.0001,5.6614277454514195e-05,-2.1069205310195684,0.004130764,0.35378092527389526,-0.022397592663764954,0.03813743591308594,-6.34855662156042e-05,0.9072019681334496,0.2,1840,360.0,0.5290847451239824
121634816,5989,20308,232,0.0001,0.0007797259213475627,-2.10975462757051,0.0045323074,0.355063259601593,-0.020312074571847916,0.04323410987854004,0.00043433365726741613,0.4470354914665222,0.2,1848,360.0,0.5290847451239824
122159104,6012,20317,233,0.0001,2.8936524415712483e-05,-2.068246771581471,0.004949063,0.35078930854797363,-0.022710716351866722,0.042742252349853516,-0.0010902438938273917,0.7990163266658783,0.2,1856,360.0,0.5290847451239824
122683392,6035,20326,234,0.0001,0.000994976137235426,-2.0548325730487704,0.004040479,0.3519984185695648,-0.021641723811626434,0.04319286346435547,0.0004821831705612567,0.4734708070755005,0.2,1864,360.0,0.5290847451239824
123207680,6058,20334,235,0.0001,3.97975210404411e-05,-2.0408828193321824,0.004567297,0.35003662109375,-0.01863817870616913,0.03901243209838867,-0.0001938434797921218,0.8713093549013138,0.2,1872,360.0,0.5290847451239824
123731968,6082,20343,236,0.0001,0.0010946405827780836,-2.038429271429777,0.004350445,0.35102832317352295,-0.02028210274875164,0.038778066635131836,0.00041886553196945897,0.504858672618866,0.2,1880,360.0,0.5290847451239824
124256256,6106,20347,237,0.0001,4.6049074541087975e-05,-2.0313849058002234,0.004379809,0.3499302268028259,-0.020600104704499245,0.04176807403564453,-0.0003479329213860183,0.8918192386627197,0.2,1888,360.0,0.5712657915055752
124780544,6129,20356,238,0.0001,0.0006966302464661567,-2.0317261815071106,0.004817293,0.35070130228996277,-0.018550975248217583,0.043744802474975586,0.0005425441650004359,0.39985185861587524,0.2,1896,360.0,0.5712657915055752
125304832,6153,20364,239,0.0001,3.567498619361231e-05,-1.9879785892553627,0.0050692097,0.3463220000267029,-0.021678611636161804,0.04719376564025879,-0.0012307922322634113,0.8472821414470673,0.2,1904,360.0,0.5712657915055752
125829120,6176,20373,240,0.0001,0.0008891682641660736,-1.9739516521804035,0.005286436,0.3476351201534271,-0.018277734518051147,0.05556511878967285,0.000379477701471842,0.591596931219101,0.2,1912,360.0,0.5712657915055752
126353408,6199,20381,241,0.0001,3.384062238609431e-05,-1.9513270584866405,0.0049713077,0.3448672294616699,-0.020782696083188057,0.04637002944946289,-0.0005155453609404503,0.9174633547663689,0.2,1920,360.0,0.5712657915055752
126877696,6223,20386,242,0.0001,0.0003180947455803107,-1.9327356084249914,0.0051023816,0.344788134098053,-0.02004832588136196,0.04799222946166992,0.00016943532102686731,0.8478060960769653,0.2,1928,360.0,0.6127241024374962
127401984,6246,20394,243,0.0001,0.0008529373355941061,-1.9433133900165558,0.004969598,0.3457051217556,-0.01846195012331009,0.04445624351501465,0.00047225065191014437,0.47692227363586426,0.2,1936,360.0,0.6127241024374962
127926272,6270,20402,244,0.0001,2.1806330437357246e-05,-1.8967336155474186,0.005368864,0.3408207893371582,-0.022191597148776054,0.047202348709106445,-0.0018945460519717017,0.8937142640352249,0.2,1944,360.0,0.6127241024374962
128450560,6293,20410,245,0.0001,0.001130266221025522,-1.8814566195942461,0.004823999,0.342332124710083,-0.019311105832457542,0.04751253128051758,0.0006245238562314626,0.4349172115325928,0.2,1952,360.0,0.6127241024374962
128974848,6316,20418,246,0.0001,4.282583738302037e-05,-1.8773712175898254,0.004472502,0.340921014547348,-0.019310448318719864,0.03470945358276367,2.2948201831241022e-05,0.8885323479771614,0.2,1960,360.0,0.6127241024374962
129499136,6339,20426,247,0.0001,0.0010346860544814263,-1.8774746730923653,0.0047846385,0.3418959379196167,-0.01851283386349678,0.04250216484069824,0.0003841646766886697,0.5113452970981598,0.2,1968,360.0,0.6127241024374962
130023424,6363,20431,248,0.0001,4.76214053151125e-05,-1.8791042612865567,0.0044134688,0.34153518080711365,-0.019159486517310143,0.039093732833862305,6.029028054399532e-05,0.903670497238636,0.2,1976,360.0,0.5911000848561525
130547712,6387,20439,249,0.0001,0.0007442163546329539,-1.890727938618511,0.0044763824,0.3429892659187317,-0.017933314666152,0.04437971115112305,0.0005746709832692432,0.435430645942688,0.2,1984,360.0,0.5911000848561525
131072000,6410,20447,250,0.0001,3.036214447860175e-05,-1.8490100861527026,0.0049772,0.33885523676872253,-0.019897492602467537,0.0442807674407959,-0.0009959308641782627,0.8255004286766052,0.2,1992,360.0,0.5911000848561525
131596288,6433,20454,251,0.0001,0.0010320941016743745,-1.8409929634071887,0.0045648864,0.3402666747570038,-0.018157735466957092,0.04211258888244629,0.0006098227395341382,0.48589545488357544,0.2,2000,360.0,0.5911000848561525
132120576,6456,20462,252,0.0001,3.7405349189612025e-05,-1.832228067331016,0.004207207,0.3386164903640747,-0.01921522617340088,0.04130434989929199,-0.00018043173076875973,0.8840864226222038,0.2,2008,360.0,0.5911000848561525
