train/ent_coef_loss,train/std,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,time/episodes,train/ent_coef
-0.5125201940536499,0.049638666212558746,0.0003,3.3967293798923492,737280,72,-42.25085536956787,352,360.0,3.078818380832672,10156,4,0.9506030157208443
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10156,8,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10156,12,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10156,16,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,20,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,24,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,28,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,32,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,36,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,40,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,44,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,48,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10155,52,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,56,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,60,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,64,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,68,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,72,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,76,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,80,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10154,84,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,88,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,92,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,96,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,100,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,104,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,108,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,112,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,116,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10153,120,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,124,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,128,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,132,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,136,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,140,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,144,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,148,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,152,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,156,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,160,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10152,164,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10151,168,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10151,172,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10151,176,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10151,180,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10151,184,
,0.049638666212558746,,,737280,72,-42.25085536956787,,360.0,,10151,188,
